Orthogroup	Species	OrthoDB_Prunus_persica_Lovell	Orthologs
OG0000016	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0035f3	ONI07239
OG0000016	PLAZA_proteome.selected_transcript.ppe	3760_0_0035f3	Prupe.5G108000.1
OG0000016	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_00353e	ONI07242
OG0000016	PLAZA_proteome.selected_transcript.ppe	3760_0_00353e	Prupe.5G107700.1
OG0000016	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003ad7	ONI07244
OG0000016	PLAZA_proteome.selected_transcript.ppe	3760_0_003ad7	Prupe.5G108200.1
OG0000016	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0037ea	ONI07247
OG0000016	PLAZA_proteome.selected_transcript.ppe	3760_0_0037ea	Prupe.5G108500.1
OG0000016	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003a4f	ONI07248
OG0000016	PLAZA_proteome.selected_transcript.ppe	3760_0_003a4f	Prupe.5G108600.1
OG0000016	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0033fb	ONI07257
OG0000016	PLAZA_proteome.selected_transcript.ppe	3760_0_0033fb	Prupe.5G109500.1
OG0000016	PLAZA_proteome.selected_transcript.ppe	3760_0_0035d3	Prupe.5G107800.1
OG0000016	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0035d3	ONI07240
OG0000016	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003829	ONI07237
OG0000016	PLAZA_proteome.selected_transcript.ppe	3760_0_003829	Prupe.5G107500.1
OG0000016	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_00354d	ONI07256
OG0000016	PLAZA_proteome.selected_transcript.ppe	3760_0_00354d	Prupe.5G109400.1
OG0000016	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003626, 3760_0_003a5b	ONI07253
OG0000016	PLAZA_proteome.selected_transcript.ppe	3760_0_003626, 3760_0_003a5b	Prupe.5G109100.1
OG0000016	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0038fb	ONI07254
OG0000016	PLAZA_proteome.selected_transcript.ppe	3760_0_0038fb	Prupe.5G109200.1
OG0000017	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0054e1	ONH92091
OG0000017	PLAZA_proteome.selected_transcript.ppe	3760_0_0054e1	Prupe.8G154500.1
OG0000017	PLAZA_proteome.selected_transcript.ppe	3760_0_0050e7	Prupe.8G154000.1
OG0000017	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0050e7	ONH92089
OG0000017	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0053e6	ONH92086
OG0000017	PLAZA_proteome.selected_transcript.ppe	3760_0_0053e6	Prupe.8G154300.1
OG0000017	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0053c4	ONH92087, ONH92090, ONH92080
OG0000017	PLAZA_proteome.selected_transcript.ppe	3760_0_0053c4	Prupe.8G154100.1, Prupe.8G154400.1, Prupe.8G153400.1
OG0000017	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_005616	ONH93680
OG0000017	PLAZA_proteome.selected_transcript.ppe	3760_0_005616	Prupe.8G246500.1
OG0000017	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0051c7	ONH93684
OG0000017	PLAZA_proteome.selected_transcript.ppe	3760_0_0051c7	Prupe.8G246800.1
OG0000017	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_004adf	ONH96913
OG0000017	PLAZA_proteome.selected_transcript.ppe	3760_0_004adf	Prupe.7G159200.1
OG0000017	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0054b2	ONH92079
OG0000017	PLAZA_proteome.selected_transcript.ppe	3760_0_0054b2	Prupe.8G153300.1
OG0000017	PLAZA_proteome.selected_transcript.ppe	3760_0_0051df, 3760_0_00573d	Prupe.8G154800.1
OG0000017	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0051df, 3760_0_00573d	ONH92094
OG0000017	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0055d0	ONH92092
OG0000017	PLAZA_proteome.selected_transcript.ppe	3760_0_0055d0	Prupe.8G154600.1
OG0000017	PLAZA_proteome.selected_transcript.ppe	3760_0_005168	Prupe.8G104000.1
OG0000017	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_005168	ONH91289, ONH91288
OG0000017	PLAZA_proteome.selected_transcript.ppe	3760_0_005245	Prupe.8G104100.1
OG0000017	PLAZA_proteome.selected_transcript.ppe	3760_0_0056a2	Prupe.8G104300.1
OG0000017	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0053ba	ONH91287
OG0000018	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_000f2a	ONI34354
OG0000018	PLAZA_proteome.selected_transcript.ppe	3760_0_000f2a	Prupe.1G477400.1
OG0000018	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0011ba	ONI34352
OG0000018	PLAZA_proteome.selected_transcript.ppe	3760_0_0011ba	Prupe.1G477200.1
OG0000018	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_00083d	ONI34341
OG0000018	PLAZA_proteome.selected_transcript.ppe	3760_0_00083d	Prupe.1G476200.1
OG0000018	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_000680	ONI34359
OG0000018	PLAZA_proteome.selected_transcript.ppe	3760_0_000680	Prupe.1G477800.1
OG0000018	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_00097e	ONI34350
OG0000018	PLAZA_proteome.selected_transcript.ppe	3760_0_00097e	Prupe.1G477000.1
OG0000018	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_001090	ONI34156
OG0000018	PLAZA_proteome.selected_transcript.ppe	3760_0_001090	Prupe.1G465600.1
OG0000018	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_001051	ONI34328, ONI34327, ONI34329
OG0000018	PLAZA_proteome.selected_transcript.ppe	3760_0_001051	Prupe.1G475200.2
OG0000018	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_000c57	ONI34338
OG0000018	PLAZA_proteome.selected_transcript.ppe	3760_0_000c57	Prupe.1G475900.1
OG0000018	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0010f6	ONI34334
OG0000018	PLAZA_proteome.selected_transcript.ppe	3760_0_0010f6	Prupe.1G475500.2
OG0000018	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_002dd5	ONI12505
OG0000018	PLAZA_proteome.selected_transcript.ppe	3760_0_002dd5	Prupe.4G169000.1
OG0000018	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_00020a	ONI34332
OG0000018	PLAZA_proteome.selected_transcript.ppe	3760_0_00020a	Prupe.1G475400.1
OG0000018	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_00078c	ONI34337
OG0000018	PLAZA_proteome.selected_transcript.ppe	3760_0_00078c	Prupe.1G475800.1
OG0000018	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_000886	ONI34326
OG0000018	PLAZA_proteome.selected_transcript.ppe	3760_0_000886	Prupe.1G475100.1
OG0000018	PLAZA_proteome.selected_transcript.ppe	3760_0_00053e	Prupe.1G475300.2
OG0000018	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_00053e	ONI34330
OG0000018	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_000fd1	ONI34331
OG0000019	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_001173	ONI27778
OG0000019	PLAZA_proteome.selected_transcript.ppe	3760_0_001173	Prupe.1G104400.1
OG0000019	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_000ddb	ONI27760
OG0000019	PLAZA_proteome.selected_transcript.ppe	3760_0_000ddb	Prupe.1G103800.2
OG0000019	PLAZA_proteome.selected_transcript.ppe	3760_0_002784	Prupe.3G003100.2
OG0000019	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_002784	ONI14706, ONI14705, ONI14703, ONI14702
OG0000019	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_002295	ONI16812, ONI16818, ONI16810
OG0000019	PLAZA_proteome.selected_transcript.ppe	3760_0_002295	Prupe.3G123700.2, Prupe.3G123800.3
OG0000019	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0022d4	ONI16816, ONI16815, ONI16811, ONI16813, ONI16817, ONI16814
OG0000019	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_00086a	ONI27773
OG0000019	PLAZA_proteome.selected_transcript.ppe	3760_0_00086a	Prupe.1G104300.1
OG0000019	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_001565	ONI23042
OG0000019	PLAZA_proteome.selected_transcript.ppe	3760_0_001565	Prupe.2G166500.1
OG0000019	PLAZA_proteome.selected_transcript.ppe	3760_0_00067f	Prupe.1G103900.1
OG0000019	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_00067f	ONI27762, ONI27763, ONI27764, ONI27761
OG0000019	PLAZA_proteome.selected_transcript.ppe	3760_0_000b0f	Prupe.1G104100.2
OG0000019	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_000b0f	ONI27769, ONI27768, ONI27771
OG0000020	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0001c4, 3760_0_0012d4, 3760_0_005683, 3760_0_00025f, 3760_0_00056c, 3760_0_0056ac	ONI02171
OG0000020	PLAZA_proteome.selected_transcript.ppe	3760_0_0001c4, 3760_0_0012d4, 3760_0_005683, 3760_0_00025f, 3760_0_00056c, 3760_0_0056ac	Prupe.6G181000.1
OG0000020	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_004877	ONH94772
OG0000020	PLAZA_proteome.selected_transcript.ppe	3760_0_004877	Prupe.7G029200.1
OG0000020	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_004c35, 3760_0_00065e, 3760_0_004639, 3760_0_004da9, 3760_0_00089f, 3760_0_005825, 3760_0_000e9c, 3760_0_002371, 3760_0_005480, 3760_0_003488, 3760_0_004ac6, 3760_0_003312	ONH89771
OG0000020	PLAZA_proteome.selected_transcript.ppe	3760_0_004c35, 3760_0_00065e, 3760_0_004639, 3760_0_004da9, 3760_0_00089f, 3760_0_005825, 3760_0_000e9c, 3760_0_002371, 3760_0_005480, 3760_0_003488, 3760_0_004ac6, 3760_0_003312	Prupe.8G015400.1
OG0000020	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003000, 3760_0_002c38	ONI10421
OG0000020	PLAZA_proteome.selected_transcript.ppe	3760_0_003000, 3760_0_002c38	Prupe.4G046500.1
OG0000020	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0012b8, 3760_0_001c01, 3760_0_001e24, 3760_0_002f67, 3760_0_0034af, 3760_0_0017fe, 3760_0_001cc6, 3760_0_00403c	ONI02188
OG0000020	PLAZA_proteome.selected_transcript.ppe	3760_0_0012b8, 3760_0_001c01, 3760_0_001e24, 3760_0_002f67, 3760_0_0034af, 3760_0_0017fe, 3760_0_001cc6, 3760_0_00403c	Prupe.6G182100.1
OG0000021	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_000744	ONI28903
OG0000021	PLAZA_proteome.selected_transcript.ppe	3760_0_000744	Prupe.1G167700.1
OG0000021	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_001a19	ONI20311
OG0000021	PLAZA_proteome.selected_transcript.ppe	3760_0_001a19	Prupe.2G008600.1
OG0000021	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_00259a	ONI16603
OG0000021	PLAZA_proteome.selected_transcript.ppe	3760_0_00259a	Prupe.3G109500.1
OG0000021	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_002334	ONI16602
OG0000021	PLAZA_proteome.selected_transcript.ppe	3760_0_002334	Prupe.3G109400.1
OG0000021	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_002871	ONI16599
OG0000021	PLAZA_proteome.selected_transcript.ppe	3760_0_002871	Prupe.3G109100.1
OG0000021	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_002370	ONI16605
OG0000021	PLAZA_proteome.selected_transcript.ppe	3760_0_002370	Prupe.3G109700.1
OG0000021	PLAZA_proteome.selected_transcript.ppe	3760_0_002223, 3760_0_002597	Prupe.3G109200.1
OG0000021	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_002223, 3760_0_002597	ONI16600
OG0000021	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_00173c	ONI20270
OG0000021	PLAZA_proteome.selected_transcript.ppe	3760_0_00173c	Prupe.2G005700.1
OG0000021	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_001640	ONI20269
OG0000021	PLAZA_proteome.selected_transcript.ppe	3760_0_001640	Prupe.2G005600.1
OG0000021	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_001dc0	ONI20324
OG0000021	PLAZA_proteome.selected_transcript.ppe	3760_0_001dc0	Prupe.2G009200.1
OG0000021	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0019b6	ONI20325
OG0000021	PLAZA_proteome.selected_transcript.ppe	3760_0_0019b6	Prupe.2G009300.1
OG0000021	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_001b42	ONI20326
OG0000021	PLAZA_proteome.selected_transcript.ppe	3760_0_001b42	Prupe.2G009400.1
OG0000022	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_00409b	ONI01815
OG0000022	PLAZA_proteome.selected_transcript.ppe	3760_0_00409b	Prupe.6G160800.1
OG0000022	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0044bf	ONI01816
OG0000022	PLAZA_proteome.selected_transcript.ppe	3760_0_0044bf	Prupe.6G160900.1
OG0000022	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_002e32	ONI10720
OG0000022	PLAZA_proteome.selected_transcript.ppe	3760_0_002e32	Prupe.4G063400.1
OG0000022	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_002fad, 3760_0_003c90	ONI03973
OG0000022	PLAZA_proteome.selected_transcript.ppe	3760_0_002fad, 3760_0_003c90	Prupe.6G294300.1
OG0000022	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_004dc9	ONI10718, ONH96620
OG0000022	PLAZA_proteome.selected_transcript.ppe	3760_0_004dc9	Prupe.4G063200.1, Prupe.7G141600.1
OG0000022	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_00300f	ONI10623
OG0000022	PLAZA_proteome.selected_transcript.ppe	3760_0_00300f	Prupe.4G057800.1
OG0000022	PLAZA_proteome.selected_transcript.ppe	3760_0_002b74	Prupe.4G064600.1
OG0000022	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_002b74	ONI10734
OG0000022	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_002f29	ONI10733
OG0000022	PLAZA_proteome.selected_transcript.ppe	3760_0_002f29	Prupe.4G064500.1
OG0000022	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_002f66, 3760_0_002975	ONI10722
OG0000022	PLAZA_proteome.selected_transcript.ppe	3760_0_002f66, 3760_0_002975	Prupe.4G063600.1
OG0000022	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_002cfc	ONI10719
OG0000022	PLAZA_proteome.selected_transcript.ppe	3760_0_002cfc	Prupe.4G063300.1
OG0000022	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_001c5c	ONI20990
OG0000023	PLAZA_proteome.selected_transcript.ppe	3760_0_001c49	Prupe.2G161100.1
OG0000023	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_001c49	ONI22966, ONI22967
OG0000023	PLAZA_proteome.selected_transcript.ppe	3760_0_001a6a	Prupe.2G160700.1, Prupe.2G161300.2, Prupe.2G161000.1
OG0000023	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_001a6a	ONI22961, ONI22960, ONI22970, ONI22969, ONI22971, ONI22965
OG0000023	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_001694	ONI22957, ONI22959
OG0000023	PLAZA_proteome.selected_transcript.ppe	3760_0_001694	Prupe.2G160400.1, Prupe.2G160600.1
OG0000023	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0015f1	ONI22958
OG0000023	PLAZA_proteome.selected_transcript.ppe	3760_0_0015f1	Prupe.2G160100.1, Prupe.2G160500.1
OG0000023	PLAZA_proteome.selected_transcript.ppe	3760_0_001845	Prupe.2G161600.2
OG0000023	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_001845	ONI22975, ONI22974
OG0000023	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0018ca	ONI22972
OG0000023	PLAZA_proteome.selected_transcript.ppe	3760_0_0018ca	Prupe.2G161400.1
OG0000023	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_00156d	ONI22973
OG0000023	PLAZA_proteome.selected_transcript.ppe	3760_0_00156d	Prupe.2G161500.1
OG0000023	PLAZA_proteome.selected_transcript.ppe	3760_0_001491	Prupe.2G160800.1
OG0000023	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_001491	ONI22963, ONI22962
OG0000024	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003c8f	ONI02558
OG0000024	PLAZA_proteome.selected_transcript.ppe	3760_0_003c8f	Prupe.6G205900.1
OG0000024	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_004560	ONI02576
OG0000024	PLAZA_proteome.selected_transcript.ppe	3760_0_004560	Prupe.6G207700.1
OG0000024	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003fd1	ONI02578
OG0000024	PLAZA_proteome.selected_transcript.ppe	3760_0_003fd1	Prupe.6G207900.1
OG0000024	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_00446b	ONI02575
OG0000024	PLAZA_proteome.selected_transcript.ppe	3760_0_00446b	Prupe.6G207600.1
OG0000024	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003e96	ONI02571
OG0000024	PLAZA_proteome.selected_transcript.ppe	3760_0_003e96	Prupe.6G207200.1
OG0000024	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003b5f	ONI02562
OG0000024	PLAZA_proteome.selected_transcript.ppe	3760_0_003b5f	Prupe.6G206300.1
OG0000024	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003b99	ONI02573
OG0000024	PLAZA_proteome.selected_transcript.ppe	3760_0_003b99	Prupe.6G207400.1
OG0000024	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0046fb	ONI02581
OG0000024	PLAZA_proteome.selected_transcript.ppe	3760_0_0046fb	Prupe.6G208200.1
OG0000024	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_004696	ONI02580
OG0000024	PLAZA_proteome.selected_transcript.ppe	3760_0_004696	Prupe.6G208100.1
OG0000024	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003dd3	ONI02572
OG0000024	PLAZA_proteome.selected_transcript.ppe	3760_0_003dd3	Prupe.6G207300.1
OG0000024	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_004218	ONI02574
OG0000024	PLAZA_proteome.selected_transcript.ppe	3760_0_004218	Prupe.6G207500.1
OG0000024	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003c1c	ONI02567
OG0000024	PLAZA_proteome.selected_transcript.ppe	3760_0_003c1c	Prupe.6G206800.1
OG0000024	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_004649	ONI02556
OG0000024	PLAZA_proteome.selected_transcript.ppe	3760_0_004649	Prupe.6G205700.1
OG0000025	PLAZA_proteome.selected_transcript.ppe	3760_0_00172e	Prupe.2G329000.4
OG0000025	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_00172e	ONI25975, ONI25977, ONI25976, ONI25983, ONI25982, ONI25985, ONI25984, ONI25980, ONI25978, ONI25979, ONI25981, ONI25972, ONI25974, ONI25970, ONI25969, ONI25973, ONI25971, ONI25967, ONI25965, ONI25966, ONI25964, ONI25968, ONI25986, ONI25998, ONI25999, ONI25988, ONI25987, ONI25992, ONI25991, ONI25990, ONI25989, ONI25993, ONI25994, ONI25997, ONI25995, ONI25996
OG0000027	PLAZA_proteome.selected_transcript.ppe	3760_0_00072d	Prupe.1G550800.3
OG0000027	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_00072d	ONI35711, ONI35710, ONI35708
OG0000027	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_00101d	ONI35853
OG0000027	PLAZA_proteome.selected_transcript.ppe	3760_0_00101d	Prupe.1G557200.1
OG0000027	PLAZA_proteome.selected_transcript.ppe	3760_0_0000c8	Prupe.1G557300.1
OG0000027	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0000c8	ONI35855
OG0000027	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_000312, 3760_0_000b71, 3760_0_003e0a, 3760_0_000944, 3760_0_0007e6, 3760_0_0001cd, 3760_0_000b6b, 3760_0_000e94, 3760_0_000b22, 3760_0_000116	ONI35852
OG0000027	PLAZA_proteome.selected_transcript.ppe	3760_0_000312, 3760_0_000b71, 3760_0_003e0a, 3760_0_000944, 3760_0_0007e6, 3760_0_0001cd, 3760_0_000b6b, 3760_0_000e94, 3760_0_000b22, 3760_0_000116	Prupe.1G557100.1
OG0000027	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_000494, 3760_0_00084e	ONI35500
OG0000027	PLAZA_proteome.selected_transcript.ppe	3760_0_000494, 3760_0_00084e	Prupe.1G539800.1
OG0000028	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_00143f	ONI22394
OG0000028	PLAZA_proteome.selected_transcript.ppe	3760_0_00143f	Prupe.2G126300.1
OG0000028	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0013b6	ONI22392
OG0000028	PLAZA_proteome.selected_transcript.ppe	3760_0_0013b6	Prupe.2G126100.1
OG0000028	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_001b5f	ONI22393, ONI22395
OG0000028	PLAZA_proteome.selected_transcript.ppe	3760_0_001b5f	Prupe.2G126200.1, Prupe.2G126400.1
OG0000028	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003283, 3760_0_002c34	ONI14078
OG0000028	PLAZA_proteome.selected_transcript.ppe	3760_0_003283, 3760_0_002c34	Prupe.4G260900.1
OG0000028	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0045ed	ONI22400, ONI01318
OG0000028	PLAZA_proteome.selected_transcript.ppe	3760_0_0045ed	Prupe.2G126800.1, Prupe.6G132100.1
OG0000028	PLAZA_proteome.selected_transcript.ppe	3760_0_001a51	Prupe.2G127000.2
OG0000028	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_001a51	ONI22402, ONI22403, ONI22404
OG0000028	PLAZA_proteome.selected_transcript.ppe	3760_0_0014c2	Prupe.2G126700.2
OG0000028	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0014c2	ONI22398, ONI22399
OG0000028	PLAZA_proteome.selected_transcript.ppe	3760_0_0013be	Prupe.2G121000.2
OG0000028	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0013be	ONI22315, ONI22316
OG0000029	PLAZA_proteome.selected_transcript.ppe	3760_0_003dda	Prupe.6G086100.2
OG0000029	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003dda	ONI00386, ONI00387, ONI00388, ONI00385, ONI00382, ONI00383, ONI00384, ONI00390
OG0000029	PLAZA_proteome.selected_transcript.ppe	3760_0_0043f1	Prupe.6G066800.1
OG0000029	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0043f1	ONI00092, ONI00091, ONI00096, ONI00095, ONI00097, ONI00093, ONI00094, ONI00090, ONI00089, ONI00081, ONI00084, ONI00085, ONI00083, ONI00088, ONI00078, ONI00077, ONI00076, ONI00075, ONI00082, ONI00079, ONI00080, ONI00087, ONI00086
OG0000031	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_000169	ONI28164
OG0000031	PLAZA_proteome.selected_transcript.ppe	3760_0_000169	Prupe.1G127800.1
OG0000031	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_00016a	ONI28171
OG0000031	PLAZA_proteome.selected_transcript.ppe	3760_0_00016a	Prupe.1G128500.1
OG0000031	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0010c8	ONI28157
OG0000031	PLAZA_proteome.selected_transcript.ppe	3760_0_0010c8	Prupe.1G127200.1
OG0000031	PLAZA_proteome.selected_transcript.ppe	3760_0_000def, 3760_0_0003d6	Prupe.1G128300.1
OG0000031	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_000def, 3760_0_0003d6	ONI28159
OG0000031	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0012d8	ONI28156
OG0000031	PLAZA_proteome.selected_transcript.ppe	3760_0_0012d8	Prupe.1G127100.1
OG0000031	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_000361	ONI28165
OG0000031	PLAZA_proteome.selected_transcript.ppe	3760_0_000361	Prupe.1G127900.1
OG0000031	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_000a69	ONI28168
OG0000031	PLAZA_proteome.selected_transcript.ppe	3760_0_000a69	Prupe.1G128200.1
OG0000031	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_000de5	ONI28160
OG0000031	PLAZA_proteome.selected_transcript.ppe	3760_0_000de5	Prupe.1G127500.1
OG0000031	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_000a76	ONI28158
OG0000031	PLAZA_proteome.selected_transcript.ppe	3760_0_000a76	Prupe.1G127300.1
OG0000031	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_000513	ONI28170
OG0000031	PLAZA_proteome.selected_transcript.ppe	3760_0_000513	Prupe.1G128400.1
OG0000032	PLAZA_proteome.selected_transcript.ppe	3760_0_004787	Prupe.7G026800.3
