Orthogroup	Species	Texas_F1_protein	Orthologs
OG0000009	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G11724.1, TexasF1_G22184.1, TexasF1_G15664.1, TexasF1_G28190.1, TexasF1_G26333.1, TexasF1_G10491.1, TexasF1_G25052.1	3755_0_004a32
OG0000009	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G16265.1, TexasF1_G12411.1, TexasF1_G17592.1, TexasF1_G24945.1, TexasF1_G7267.1, TexasF1_G11734.1, TexasF1_G20850.1	VVA41065
OG0000009	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G11734.1	3755_0_000723
OG0000009	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G20850.1	3755_0_00447c
OG0000009	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G11090.1, TexasF1_G12930.1	VVA41256
OG0000009	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G11090.1	3755_0_00491f
OG0000009	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G12930.1	3755_0_004f57
OG0000009	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G27367.1	VVA40221, VVA40195
OG0000009	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G27367.1	3755_0_002065, 3755_0_004566, 3755_0_004a9b, 3755_0_00308e, 3755_0_0029ca, 3755_0_0018c4, 3755_0_0053af, 3755_0_0057e9
OG0000009	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G24621.1	3755_0_0000a7
OG0000009	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G24603.1	3755_0_004a95
OG0000009	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G2033.1, TexasF1_G4336.1, TexasF1_G11696.1, TexasF1_G17531.1	VVA37249
OG0000009	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G2033.1, TexasF1_G4336.1, TexasF1_G11696.1, TexasF1_G17531.1	3755_0_0035bb
OG0000009	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G3702.1	3755_0_002f11
OG0000009	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G25299.1, TexasF1_G18311.1	VVA37758
OG0000009	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G25299.1, TexasF1_G18311.1	3755_0_002288
OG0000009	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G16331.1, TexasF1_G28186.1, TexasF1_G22500.1, TexasF1_G15479.1, TexasF1_G24645.1, TexasF1_G12054.1, TexasF1_G10368.1	VVA36686
OG0000009	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G16331.1, TexasF1_G28186.1, TexasF1_G22500.1, TexasF1_G15479.1, TexasF1_G24645.1, TexasF1_G12054.1, TexasF1_G10368.1	3755_0_003f6b, 3755_0_003f18, 3755_0_0057e7, 3755_0_0026a5
OG0000009	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G26418.1	VVA39977
OG0000009	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G26418.1	3755_0_0020a7
OG0000009	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G2616.1	3755_0_0006c0
OG0000009	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G25254.1	VVA37532
OG0000010	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G23470.1	VVA26303
OG0000010	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G23470.1	3755_0_00396a
OG0000010	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G4757.1	3755_0_000def
OG0000010	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G7851.1, TexasF1_G15013.1	3755_0_001b8b
OG0000010	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G19321.1	VVA17024
OG0000010	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G28257.1, TexasF1_G7377.1, TexasF1_G27669.1, TexasF1_G7459.1, TexasF1_G8664.1, TexasF1_G28133.1, TexasF1_G14929.1, TexasF1_G2577.1, TexasF1_G27034.1	VVA31268
OG0000010	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G1415.1, TexasF1_G22511.1, TexasF1_G6245.1, TexasF1_G16809.1, TexasF1_G25381.1, TexasF1_G29331.1, TexasF1_G7323.1, TexasF1_G8009.1, TexasF1_G15620.1, TexasF1_G26332.1, TexasF1_G17581.1, TexasF1_G19588.1, TexasF1_G17247.1	VVA37915
OG0000010	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G5656.1, TexasF1_G7735.1, TexasF1_G1748.1, TexasF1_G17427.1, TexasF1_G22431.1, TexasF1_G10367.1, TexasF1_G21269.1, TexasF1_G23413.1	VVA35768
OG0000010	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G2671.1, TexasF1_G8036.1, TexasF1_G24807.1, TexasF1_G12529.1, TexasF1_G25751.1, TexasF1_G497.1, TexasF1_G22373.1, TexasF1_G808.1, TexasF1_G6951.1, TexasF1_G2558.1, TexasF1_G24021.1, TexasF1_G27951.1, TexasF1_G9012.1, TexasF1_G16353.1, TexasF1_G26664.1	VVA10670
OG0000010	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G2671.1, TexasF1_G8036.1, TexasF1_G24807.1, TexasF1_G12529.1, TexasF1_G25751.1, TexasF1_G497.1, TexasF1_G22373.1, TexasF1_G808.1, TexasF1_G6951.1, TexasF1_G2558.1, TexasF1_G24021.1, TexasF1_G27951.1, TexasF1_G9012.1, TexasF1_G16353.1, TexasF1_G26664.1	3755_0_004a0a
OG0000011	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G24119.1, TexasF1_G24133.1	VVA31345
OG0000011	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G24119.1, TexasF1_G24133.1	3755_0_004665
OG0000011	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G28047.1	VVA26206, VVA26204
OG0000011	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G51.1, TexasF1_G12103.1, TexasF1_G22991.1, TexasF1_G2809.1, TexasF1_G27836.1, TexasF1_G10752.1, TexasF1_G2753.1, TexasF1_G28167.1, TexasF1_G7891.1, TexasF1_G24641.1, TexasF1_G11814.1	VVA17393, VVA17394, VVA38285, VVA34733, VVA34672, VVA35115
OG0000011	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G17036.1	VVA38166
OG0000011	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G7317.1, TexasF1_G27712.1, TexasF1_G5557.1, TexasF1_G6992.1, TexasF1_G18582.1, TexasF1_G7721.1, TexasF1_G16911.1, TexasF1_G6370.1, TexasF1_G17981.1, TexasF1_G24318.1, TexasF1_G27830.1	VVA33537
OG0000011	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G2152.1, TexasF1_G7193.1	VVA18073
OG0000011	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G28580.1, TexasF1_G28836.1, TexasF1_G1537.1, TexasF1_G13628.1	VVA17727
OG0000011	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G28580.1, TexasF1_G28836.1, TexasF1_G1537.1, TexasF1_G13628.1	3755_0_002408
OG0000011	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G7499.1	VVA28011
OG0000011	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G7385.1	VVA18072, VVA18071
OG0000011	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G21956.1	VVA18070
OG0000011	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G15948.1, TexasF1_G28382.1, TexasF1_G8680.1, TexasF1_G17964.1, TexasF1_G24293.1, TexasF1_G17994.1, TexasF1_G28275.1, TexasF1_G26964.1, TexasF1_G17812.1, TexasF1_G19830.1, TexasF1_G24045.1, TexasF1_G15156.1, TexasF1_G18074.1, TexasF1_G11279.1	VVA19818, VVA20481
OG0000011	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G7676.1	VVA28224
OG0000011	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G7676.1	3755_0_0013f7
OG0000011	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G11913.1	VVA10081
OG0000011	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G3485.1, TexasF1_G25329.1, TexasF1_G16743.1	VVA26454
OG0000012	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G11720.1, TexasF1_G17451.1, TexasF1_G15923.1	VVA30195
OG0000012	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G11720.1, TexasF1_G17451.1, TexasF1_G15923.1	3755_0_0019a2
OG0000012	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G18542.1, TexasF1_G24427.1, TexasF1_G2331.1, TexasF1_G21572.1, TexasF1_G2070.1	VVA31263
OG0000012	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G18542.1, TexasF1_G24427.1, TexasF1_G2331.1, TexasF1_G21572.1, TexasF1_G2070.1	3755_0_00066d, 3755_0_0008e6, 3755_0_003a9d, 3755_0_001d1d
OG0000012	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G5462.1, TexasF1_G21900.1	3755_0_00594a
OG0000012	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G17990.1, TexasF1_G16995.1, TexasF1_G11839.1, TexasF1_G24054.1, TexasF1_G24364.1, TexasF1_G21633.1, TexasF1_G2833.1, TexasF1_G16426.1, TexasF1_G16989.1, TexasF1_G21687.1, TexasF1_G16988.1, TexasF1_G24055.1, TexasF1_G17086.1, TexasF1_G21905.1, TexasF1_G16425.1, TexasF1_G1687.1	VVA29433, VVA40240
OG0000012	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G7576.1	VVA35427
OG0000012	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G7576.1	3755_0_003505
OG0000012	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G2935.1, TexasF1_G2981.1, TexasF1_G4451.1, TexasF1_G21910.1, TexasF1_G25026.1, TexasF1_G2864.1, TexasF1_G13162.1	VVA37975
OG0000012	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G16790.1, TexasF1_G2780.1, TexasF1_G21894.1	VVA34736
OG0000012	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G16790.1, TexasF1_G2780.1, TexasF1_G21894.1	3755_0_0056cd
OG0000012	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G16678.1, TexasF1_G24491.1, TexasF1_G27974.1	VVA16899, VVA35328
OG0000012	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G15975.1	VVA29240
OG0000012	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G20539.1, TexasF1_G21959.1, TexasF1_G2536.1, TexasF1_G2875.1, TexasF1_G4577.1, TexasF1_G16807.1, TexasF1_G7661.1	3755_0_005976
OG0000012	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G20539.1, TexasF1_G21959.1, TexasF1_G2536.1, TexasF1_G2875.1, TexasF1_G4577.1, TexasF1_G16807.1, TexasF1_G7661.1	VVA41662, VVA31461
OG0000012	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G7660.1, TexasF1_G16891.1, TexasF1_G20540.1, TexasF1_G21958.1, TexasF1_G27422.1, TexasF1_G17092.1, TexasF1_G23972.1	VVA38893, VVA39625
OG0000012	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G7660.1, TexasF1_G16891.1, TexasF1_G20540.1, TexasF1_G21958.1, TexasF1_G27422.1, TexasF1_G17092.1, TexasF1_G23972.1	3755_0_00307f, 3755_0_004bc7
OG0000014	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G11800.1	VVA38547
OG0000014	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G8274.1	VVA28179, VVA38595
OG0000014	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G8274.1	3755_0_005064
OG0000014	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G18105.1	VVA36988
OG0000014	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G584.1	VVA39916
OG0000014	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G17103.1	VVA40233
OG0000014	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G11465.1	VVA33095
OG0000014	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G21320.1	VVA37818, VVA38324
OG0000014	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G16714.1, TexasF1_G11870.1, TexasF1_G410.1, TexasF1_G485.1, TexasF1_G28199.1, TexasF1_G7328.1, TexasF1_G27915.1, TexasF1_G24399.1, TexasF1_G27989.1, TexasF1_G28035.1, TexasF1_G28229.1, TexasF1_G2672.1, TexasF1_G24095.1, TexasF1_G28033.1, TexasF1_G3159.1, TexasF1_G11517.1, TexasF1_G11069.1, TexasF1_G28030.1, TexasF1_G24822.1, TexasF1_G16370.1, TexasF1_G21636.1, TexasF1_G24172.1, TexasF1_G22482.1, TexasF1_G17613.1, TexasF1_G24092.1, TexasF1_G21278.1, TexasF1_G21299.1, TexasF1_G18121.1, TexasF1_G22101.1, TexasF1_G7736.1, TexasF1_G11609.1, TexasF1_G11856.1, TexasF1_G12059.1, TexasF1_G17610.1, TexasF1_G25159.1, TexasF1_G27766.1, TexasF1_G24016.1, TexasF1_G2975.1, TexasF1_G3737.1, TexasF1_G7585.1, TexasF1_G7857.1, TexasF1_G11057.1, TexasF1_G28204.1, TexasF1_G16904.1	VVA37529
OG0000014	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G7252.1, TexasF1_G24808.1, TexasF1_G11673.1, TexasF1_G118.1, TexasF1_G27005.1, TexasF1_G1753.1, TexasF1_G11578.1, TexasF1_G11716.1, TexasF1_G5627.1, TexasF1_G11321.1, TexasF1_G16569.1, TexasF1_G11644.1, TexasF1_G6845.1, TexasF1_G27709.1, TexasF1_G5865.1, TexasF1_G20163.1, TexasF1_G18036.1, TexasF1_G58.1, TexasF1_G352.1, TexasF1_G16925.1, TexasF1_G7947.1, TexasF1_G9294.1, TexasF1_G7284.1, TexasF1_G11797.1, TexasF1_G11460.1, TexasF1_G11621.1, TexasF1_G15357.1, TexasF1_G16564.1, TexasF1_G12361.1, TexasF1_G28323.1, TexasF1_G795.1, TexasF1_G6953.1, TexasF1_G7655.1, TexasF1_G15995.1, TexasF1_G22188.1, TexasF1_G9967.1	VVA41891
OG0000015	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G17230.1	VVA41640
OG0000015	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G17230.1	3755_0_005728
OG0000015	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G4685.1, TexasF1_G24530.1, TexasF1_G26995.1, TexasF1_G7869.1	3755_0_0016b3
OG0000015	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G4685.1	VVA32684
OG0000015	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G24530.1	VVA38985, VVA35632, VVA28321
OG0000015	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G26995.1	VVA27317, VVA29141
OG0000015	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G7869.1	VVA27315
OG0000015	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G7109.1, TexasF1_G16594.1	VVA37499
OG0000015	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G7109.1, TexasF1_G16594.1	3755_0_0002ea
OG0000015	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G1277.1	VVA41152
OG0000015	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G1277.1	3755_0_003dff
OG0000015	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G28087.1	VVA41343
OG0000015	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G28087.1	3755_0_005912
OG0000015	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G4152.1, TexasF1_G17821.1, TexasF1_G757.1, TexasF1_G7727.1	VVA29435
OG0000015	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G11782.1, TexasF1_G22027.1	3755_0_003f99
OG0000015	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G7122.1, TexasF1_G1809.1, TexasF1_G18594.1, TexasF1_G1808.1, TexasF1_G19111.1, TexasF1_G28542.1, TexasF1_G5466.1, TexasF1_G16033.1, TexasF1_G16032.1, TexasF1_G23094.1, TexasF1_G27313.1	VVA33241
OG0000015	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G7108.1, TexasF1_G11474.1	VVA32942
OG0000015	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G12128.1, TexasF1_G19112.1, TexasF1_G28543.1, TexasF1_G11475.1, TexasF1_G5468.1, TexasF1_G26996.1, TexasF1_G24166.1, TexasF1_G11335.1, TexasF1_G22028.1, TexasF1_G17423.1, TexasF1_G7107.1, TexasF1_G11783.1, TexasF1_G24423.1, TexasF1_G16593.1	3755_0_004d99
OG0000015	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G12128.1	VVA31129
OG0000015	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G19112.1, TexasF1_G28543.1, TexasF1_G11475.1, TexasF1_G5468.1, TexasF1_G26996.1, TexasF1_G24166.1, TexasF1_G11335.1, TexasF1_G22028.1, TexasF1_G17423.1, TexasF1_G7107.1, TexasF1_G11783.1, TexasF1_G24423.1, TexasF1_G16593.1	VVA33993
OG0000016	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G16905.1	VVA24688, VVA31174
OG0000016	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G27004.1	VVA35509
OG0000016	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G12162.1, TexasF1_G15993.1	VVA41275
OG0000016	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G6565.1	VVA36515, VVA36987, VVA39238, VVA39910, VVA39304, VVA40901, VVA40925, VVA39795
OG0000016	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G28324.1	VVA40324
OG0000016	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G585.1, TexasF1_G6954.1, TexasF1_G21765.1, TexasF1_G8524.1, TexasF1_G9968.1	VVA41263
OG0000016	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G16628.1	VVA39517
OG0000016	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G11930.1, TexasF1_G11936.1	VVA40734, VVA36020, VVA38292
OG0000016	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G185.1, TexasF1_G2418.1	VVA26022, VVA34682, VVA40718
OG0000016	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G17250.1, TexasF1_G16915.1, TexasF1_G25747.1, TexasF1_G18081.1	VVA37014
OG0000016	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G2477.1, TexasF1_G15910.1	VVA37224, VVA24290, VVA37839, VVA38096, VVA17879, VVA38402, VVA38237, VVA41732, VVA41527
OG0000016	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G15983.1	VVA38405, VVA38559, VVA37695
OG0000016	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G7809.1, TexasF1_G17326.1, TexasF1_G180.1	VVA41658
OG0000016	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G2542.1	VVA39857, VVA31178
OG0000017	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G17245.1	VVA36577
OG0000017	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G7672.1, TexasF1_G7477.1, TexasF1_G24975.1, TexasF1_G17079.1, TexasF1_G24827.1, TexasF1_G16703.1, TexasF1_G28031.1	VVA36981, VVA38296, VVA39706, VVA39592, VVA38964
OG0000017	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G17608.1, TexasF1_G370.1	VVA38516
OG0000017	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G21396.1	VVA37969, VVA39664
OG0000017	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G21396.1	3755_0_005746
OG0000017	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G24075.1, TexasF1_G2546.1	VVA38904
OG0000017	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G11836.1, TexasF1_G2443.1, TexasF1_G11332.1	VVA32896
OG0000018	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G7664.1, TexasF1_G488.1, TexasF1_G79.1, TexasF1_G2525.1, TexasF1_G18537.1, TexasF1_G390.1, TexasF1_G64.1, TexasF1_G22168.1, TexasF1_G18540.1, TexasF1_G21835.1, TexasF1_G10490.1, TexasF1_G11182.1, TexasF1_G2178.1, TexasF1_G11717.1, TexasF1_G4574.1, TexasF1_G12325.1, TexasF1_G21814.1, TexasF1_G9025.1, TexasF1_G28222.1, TexasF1_G2503.1, TexasF1_G7592.1, TexasF1_G15978.1, TexasF1_G21946.1, TexasF1_G2979.1, TexasF1_G27977.1, TexasF1_G16793.1, TexasF1_G2556.1, TexasF1_G16343.1, TexasF1_G16798.1, TexasF1_G7.1, TexasF1_G4022.1, TexasF1_G6618.1, TexasF1_G29283.1, TexasF1_G6621.1, TexasF1_G15947.1, TexasF1_G20978.1, TexasF1_G12080.1, TexasF1_G17033.1, TexasF1_G18136.1, TexasF1_G5588.1, TexasF1_G27789.1, TexasF1_G12026.1, TexasF1_G24938.1, TexasF1_G15973.1, TexasF1_G21911.1, TexasF1_G21776.1, TexasF1_G2867.1, TexasF1_G2858.1, TexasF1_G3441.1, TexasF1_G7573.1, TexasF1_G21890.1	3755_0_003953, 3755_0_0058a9
OG0000018	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G7664.1, TexasF1_G488.1, TexasF1_G79.1, TexasF1_G2525.1, TexasF1_G18537.1, TexasF1_G390.1, TexasF1_G64.1, TexasF1_G22168.1, TexasF1_G18540.1, TexasF1_G21835.1, TexasF1_G10490.1, TexasF1_G11182.1, TexasF1_G2178.1, TexasF1_G11717.1, TexasF1_G4574.1, TexasF1_G12325.1, TexasF1_G21814.1, TexasF1_G9025.1, TexasF1_G28222.1, TexasF1_G2503.1, TexasF1_G7592.1, TexasF1_G15978.1, TexasF1_G21946.1, TexasF1_G2979.1, TexasF1_G27977.1, TexasF1_G16793.1, TexasF1_G2556.1, TexasF1_G16343.1, TexasF1_G16798.1, TexasF1_G7.1, TexasF1_G4022.1, TexasF1_G6618.1, TexasF1_G29283.1, TexasF1_G6621.1, TexasF1_G15947.1, TexasF1_G20978.1, TexasF1_G12080.1, TexasF1_G17033.1, TexasF1_G18136.1, TexasF1_G5588.1, TexasF1_G27789.1, TexasF1_G12026.1, TexasF1_G24938.1, TexasF1_G15973.1, TexasF1_G21911.1, TexasF1_G21776.1, TexasF1_G2867.1, TexasF1_G2858.1, TexasF1_G3441.1, TexasF1_G7573.1, TexasF1_G21890.1	VVA37124
OG0000018	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G2650.1, TexasF1_G7458.1, TexasF1_G2664.1, TexasF1_G21575.1, TexasF1_G2227.1, TexasF1_G11895.1, TexasF1_G18135.1, TexasF1_G21565.1, TexasF1_G5203.1, TexasF1_G7064.1, TexasF1_G11052.1, TexasF1_G21961.1, TexasF1_G12988.1, TexasF1_G28091.1, TexasF1_G24785.1, TexasF1_G12319.1, TexasF1_G24480.1, TexasF1_G2878.1, TexasF1_G2320.1, TexasF1_G17211.1, TexasF1_G22241.1, TexasF1_G16653.1, TexasF1_G2670.1, TexasF1_G21386.1, TexasF1_G24486.1, TexasF1_G17072.1, TexasF1_G2796.1, TexasF1_G11948.1	VVA41627, VVA41778, VVA39876, VVA40927, VVA27899, VVA38785, VVA40879, VVA40131, VVA40980, VVA41227
OG0000018	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G21575.1	3755_0_00450c
OG0000018	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G2227.1, TexasF1_G11895.1, TexasF1_G18135.1, TexasF1_G21565.1, TexasF1_G5203.1, TexasF1_G7064.1, TexasF1_G11052.1, TexasF1_G21961.1, TexasF1_G12988.1, TexasF1_G28091.1, TexasF1_G24785.1, TexasF1_G12319.1, TexasF1_G24480.1, TexasF1_G2878.1, TexasF1_G2320.1, TexasF1_G17211.1, TexasF1_G22241.1, TexasF1_G16653.1, TexasF1_G2670.1, TexasF1_G21386.1	3755_0_0055a3
OG0000018	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G24486.1	3755_0_0046f5
OG0000018	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G17072.1	3755_0_0007e9, 3755_0_0038af, 3755_0_00395a
OG0000018	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G2796.1, TexasF1_G11948.1	3755_0_0059a2
OG0000019	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G155.1	VVA35047, VVA39240
OG0000019	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G155.1	3755_0_0058a2
OG0000019	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G24373.1	VVA38775, VVA28301, VVA40763, VVA37311, VVA40896, VVA39232, VVA39231, VVA41776, VVA40762, VVA41299, VVA29238, VVA31188, VVA39227, VVA34439, VVA41287, VVA29503, VVA38229, VVA41589, VVA29237, VVA31190
OG0000019	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G24373.1	3755_0_00585f
OG0000019	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G17008.1	VVA37394, VVA38205, VVA38660, VVA35064, VVA17415, VVA36125, VVA39016, VVA31265, VVA32612, VVA23916, VVA41124, VVA30994, VVA35063, VVA38291, VVA37215, VVA36821, VVA33283, VVA30995, VVA31186, VVA38290, VVA38636, VVA37378, VVA40239, VVA39498, VVA41320, VVA35062, VVA36822, VVA39362, VVA17414, VVA41440, VVA41441, VVA36124, VVA38635, VVA20331, VVA38855, VVA24606, VVA37974, VVA36608, VVA36800, VVA39765, VVA38043, VVA37973, VVA38752, VVA40895, VVA39093, VVA37255, VVA38751, VVA38204, VVA36607, VVA39431, VVA38750, VVA37395, VVA40873, VVA38320
OG0000019	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G17008.1	3755_0_0028ee, 3755_0_003ccd, 3755_0_00226f
OG0000020	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G18214.1	3755_0_00505f, 3755_0_0051bd
OG0000020	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G18214.1	VVA23406
OG0000020	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G23953.1	3755_0_003aa1
OG0000020	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G2261.1	3755_0_0006a3
OG0000020	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G28466.1	3755_0_004ec4
OG0000020	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G22989.1	3755_0_001391
OG0000020	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G2259.1	VVA40371
OG0000020	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G2259.1	3755_0_00580f
OG0000020	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G20268.1	3755_0_003dd7
OG0000020	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G2582.1	3755_0_0012a5
OG0000020	OrthoDB_Prunus_dulcis_CNAG	TexasF1_G27660.1	3755_0_0029a9
