Orthogroup	Species	Compara_Prunus_dulcis.ALMONDv2.pep.all	Orthologs
OG0000015	OrthoDB_Prunus_dulcis_CNAG	VVA31129, VVA33993	3755_0_004d99
OG0000015	Texas_F1_protein	VVA31129	TexasF1_G12128.1
OG0000015	Texas_F1_protein	VVA33993	TexasF1_G19112.1, TexasF1_G28543.1, TexasF1_G11475.1, TexasF1_G5468.1, TexasF1_G26996.1, TexasF1_G24166.1, TexasF1_G11335.1, TexasF1_G22028.1, TexasF1_G17423.1, TexasF1_G7107.1, TexasF1_G11783.1, TexasF1_G24423.1, TexasF1_G16593.1
OG0000016	Texas_F1_protein	VVA24688, VVA31174	TexasF1_G16905.1
OG0000016	Texas_F1_protein	VVA35509	TexasF1_G27004.1
OG0000016	Texas_F1_protein	VVA41275	TexasF1_G12162.1, TexasF1_G15993.1
OG0000016	Texas_F1_protein	VVA36515, VVA36987, VVA39238, VVA39910, VVA39304, VVA40901, VVA40925, VVA39795	TexasF1_G6565.1
OG0000016	Texas_F1_protein	VVA40324	TexasF1_G28324.1
OG0000016	Texas_F1_protein	VVA41263	TexasF1_G585.1, TexasF1_G6954.1, TexasF1_G21765.1, TexasF1_G8524.1, TexasF1_G9968.1
OG0000016	Texas_F1_protein	VVA39517	TexasF1_G16628.1
OG0000016	Texas_F1_protein	VVA40734, VVA36020, VVA38292	TexasF1_G11930.1, TexasF1_G11936.1
OG0000016	Texas_F1_protein	VVA26022, VVA34682, VVA40718	TexasF1_G185.1, TexasF1_G2418.1
OG0000016	Texas_F1_protein	VVA37014	TexasF1_G17250.1, TexasF1_G16915.1, TexasF1_G25747.1, TexasF1_G18081.1
OG0000016	Texas_F1_protein	VVA37224, VVA24290, VVA37839, VVA38096, VVA17879, VVA38402, VVA38237, VVA41732, VVA41527	TexasF1_G2477.1, TexasF1_G15910.1
OG0000016	Texas_F1_protein	VVA38405, VVA38559, VVA37695	TexasF1_G15983.1
OG0000016	Texas_F1_protein	VVA41658	TexasF1_G7809.1, TexasF1_G17326.1, TexasF1_G180.1
OG0000016	Texas_F1_protein	VVA39857, VVA31178	TexasF1_G2542.1
OG0000017	Texas_F1_protein	VVA36577	TexasF1_G17245.1
OG0000017	Texas_F1_protein	VVA36981, VVA38296, VVA39706, VVA39592, VVA38964	TexasF1_G7672.1, TexasF1_G7477.1, TexasF1_G24975.1, TexasF1_G17079.1, TexasF1_G24827.1, TexasF1_G16703.1, TexasF1_G28031.1
OG0000017	Texas_F1_protein	VVA38516	TexasF1_G17608.1, TexasF1_G370.1
OG0000017	OrthoDB_Prunus_dulcis_CNAG	VVA37969, VVA39664	3755_0_005746
OG0000017	Texas_F1_protein	VVA37969, VVA39664	TexasF1_G21396.1
OG0000017	Texas_F1_protein	VVA38904	TexasF1_G24075.1, TexasF1_G2546.1
OG0000017	Texas_F1_protein	VVA32896	TexasF1_G11836.1, TexasF1_G2443.1, TexasF1_G11332.1
OG0000018	OrthoDB_Prunus_dulcis_CNAG	VVA37124	3755_0_003953, 3755_0_0058a9
OG0000018	Texas_F1_protein	VVA37124	TexasF1_G7664.1, TexasF1_G488.1, TexasF1_G79.1, TexasF1_G2525.1, TexasF1_G18537.1, TexasF1_G390.1, TexasF1_G64.1, TexasF1_G22168.1, TexasF1_G18540.1, TexasF1_G21835.1, TexasF1_G10490.1, TexasF1_G11182.1, TexasF1_G2178.1, TexasF1_G11717.1, TexasF1_G4574.1, TexasF1_G12325.1, TexasF1_G21814.1, TexasF1_G9025.1, TexasF1_G28222.1, TexasF1_G2503.1, TexasF1_G7592.1, TexasF1_G15978.1, TexasF1_G21946.1, TexasF1_G2979.1, TexasF1_G27977.1, TexasF1_G16793.1, TexasF1_G2556.1, TexasF1_G16343.1, TexasF1_G16798.1, TexasF1_G7.1, TexasF1_G4022.1, TexasF1_G6618.1, TexasF1_G29283.1, TexasF1_G6621.1, TexasF1_G15947.1, TexasF1_G20978.1, TexasF1_G12080.1, TexasF1_G17033.1, TexasF1_G18136.1, TexasF1_G5588.1, TexasF1_G27789.1, TexasF1_G12026.1, TexasF1_G24938.1, TexasF1_G15973.1, TexasF1_G21911.1, TexasF1_G21776.1, TexasF1_G2867.1, TexasF1_G2858.1, TexasF1_G3441.1, TexasF1_G7573.1, TexasF1_G21890.1
OG0000018	Texas_F1_protein	VVA41627, VVA41778, VVA39876, VVA40927, VVA27899, VVA38785, VVA40879, VVA40131, VVA40980, VVA41227	TexasF1_G2650.1, TexasF1_G7458.1, TexasF1_G2664.1, TexasF1_G21575.1, TexasF1_G2227.1, TexasF1_G11895.1, TexasF1_G18135.1, TexasF1_G21565.1, TexasF1_G5203.1, TexasF1_G7064.1, TexasF1_G11052.1, TexasF1_G21961.1, TexasF1_G12988.1, TexasF1_G28091.1, TexasF1_G24785.1, TexasF1_G12319.1, TexasF1_G24480.1, TexasF1_G2878.1, TexasF1_G2320.1, TexasF1_G17211.1, TexasF1_G22241.1, TexasF1_G16653.1, TexasF1_G2670.1, TexasF1_G21386.1, TexasF1_G24486.1, TexasF1_G17072.1, TexasF1_G2796.1, TexasF1_G11948.1
OG0000018	OrthoDB_Prunus_dulcis_CNAG	VVA41627, VVA41778, VVA39876, VVA40927, VVA27899, VVA38785, VVA40879, VVA40131, VVA40980, VVA41227	3755_0_00450c, 3755_0_0055a3, 3755_0_0057b2, 3755_0_0001ee, 3755_0_0046f5, 3755_0_0007e9, 3755_0_0038af, 3755_0_00395a, 3755_0_004267, 3755_0_0059a2
OG0000019	OrthoDB_Prunus_dulcis_CNAG	VVA35047, VVA39240	3755_0_0058a2
OG0000019	Texas_F1_protein	VVA35047, VVA39240	TexasF1_G155.1
OG0000019	OrthoDB_Prunus_dulcis_CNAG	VVA38775, VVA28301, VVA40763, VVA37311, VVA40896, VVA39232, VVA39231, VVA41776, VVA40762, VVA41299, VVA29238, VVA31188, VVA39227, VVA34439, VVA41287, VVA29503, VVA38229, VVA41589, VVA29237, VVA31190	3755_0_00585f
OG0000019	Texas_F1_protein	VVA38775, VVA28301, VVA40763, VVA37311, VVA40896, VVA39232, VVA39231, VVA41776, VVA40762, VVA41299, VVA29238, VVA31188, VVA39227, VVA34439, VVA41287, VVA29503, VVA38229, VVA41589, VVA29237, VVA31190	TexasF1_G24373.1
OG0000019	Texas_F1_protein	VVA37394, VVA38205, VVA38660, VVA35064, VVA17415, VVA36125, VVA39016, VVA31265, VVA32612, VVA23916, VVA41124, VVA30994, VVA35063, VVA38291, VVA37215, VVA36821, VVA33283, VVA30995, VVA31186, VVA38290, VVA38636, VVA37378, VVA40239, VVA39498, VVA41320, VVA35062, VVA36822, VVA39362, VVA17414, VVA41440, VVA41441, VVA36124, VVA38635, VVA20331, VVA38855, VVA24606, VVA37974, VVA36608, VVA36800, VVA39765, VVA38043, VVA37973, VVA38752, VVA40895, VVA39093, VVA37255, VVA38751, VVA38204, VVA36607, VVA39431, VVA38750, VVA37395, VVA40873, VVA38320	TexasF1_G17008.1
OG0000019	OrthoDB_Prunus_dulcis_CNAG	VVA38660	3755_0_0028ee
OG0000019	OrthoDB_Prunus_dulcis_CNAG	VVA17415, VVA36125, VVA39016, VVA31265, VVA32612, VVA23916, VVA41124, VVA30994, VVA35063, VVA38291, VVA37215, VVA36821, VVA33283, VVA30995, VVA31186, VVA38290, VVA38636, VVA37378, VVA40239, VVA39498, VVA41320, VVA35062, VVA36822, VVA39362	3755_0_003ccd
OG0000019	OrthoDB_Prunus_dulcis_CNAG	VVA17414, VVA41440, VVA41441, VVA36124	3755_0_00226f
OG0000020	OrthoDB_Prunus_dulcis_CNAG	VVA23406	3755_0_00505f, 3755_0_0051bd
OG0000020	Texas_F1_protein	VVA23406	TexasF1_G18214.1
OG0000020	OrthoDB_Prunus_dulcis_CNAG	VVA36098	3755_0_00540a
OG0000020	Texas_F1_protein	VVA40371	TexasF1_G2259.1
OG0000020	OrthoDB_Prunus_dulcis_CNAG	VVA40371	3755_0_00580f
OG0000020	OrthoDB_Prunus_dulcis_CNAG	VVA35625	3755_0_002610
OG0000020	OrthoDB_Prunus_dulcis_CNAG	VVA39117	3755_0_0029a9
OG0000020	Texas_F1_protein	VVA39117	TexasF1_G27660.1
OG0000020	OrthoDB_Prunus_dulcis_CNAG	VVA37764	3755_0_003664
OG0000020	Texas_F1_protein	VVA37764	TexasF1_G17882.1
OG0000020	Texas_F1_protein	VVA37539	TexasF1_G2758.1
OG0000020	OrthoDB_Prunus_dulcis_CNAG	VVA37539	3755_0_001175, 3755_0_0056f5
OG0000020	OrthoDB_Prunus_dulcis_CNAG	VVA37766	3755_0_0056fc
OG0000020	Texas_F1_protein	VVA38685	TexasF1_G17241.1, TexasF1_G18361.1, TexasF1_G6584.1
OG0000020	OrthoDB_Prunus_dulcis_CNAG	VVA38685	3755_0_000390, 3755_0_00579f, 3755_0_00232a, 3755_0_00210f
OG0000020	OrthoDB_Prunus_dulcis_CNAG	VVA41185	3755_0_0058de
OG0000020	Texas_F1_protein	VVA37913, VVA38254	TexasF1_G8048.1, TexasF1_G28819.1, TexasF1_G8717.1, TexasF1_G11686.1, TexasF1_G16917.1
OG0000020	OrthoDB_Prunus_dulcis_CNAG	VVA37913, VVA38254	3755_0_002f20, 3755_0_002023
OG0000020	Texas_F1_protein	VVA22840	TexasF1_G18260.1
OG0000020	OrthoDB_Prunus_dulcis_CNAG	VVA22840	3755_0_00336b, 3755_0_0034b5
OG0000020	Texas_F1_protein	VVA18033	TexasF1_G4043.1
OG0000020	OrthoDB_Prunus_dulcis_CNAG	VVA18033	3755_0_000ce0
OG0000021	Texas_F1_protein	VVA22695	TexasF1_G19983.1, TexasF1_G2170.1, TexasF1_G21539.1, TexasF1_G23960.1, TexasF1_G24356.1, TexasF1_G24181.1, TexasF1_G27717.1, TexasF1_G431.1, TexasF1_G22084.1, TexasF1_G24704.1, TexasF1_G366.1, TexasF1_G12001.1, TexasF1_G7339.1, TexasF1_G17059.1, TexasF1_G27870.1, TexasF1_G25445.1, TexasF1_G25432.1, TexasF1_G690.1, TexasF1_G225.1, TexasF1_G15393.1, TexasF1_G16872.1, TexasF1_G22085.1, TexasF1_G17060.1, TexasF1_G24696.1, TexasF1_G24703.1, TexasF1_G27932.1, TexasF1_G2202.1, TexasF1_G17017.1, TexasF1_G17108.1, TexasF1_G2767.1, TexasF1_G27187.1, TexasF1_G17137.1, TexasF1_G15872.1, TexasF1_G24464.1, TexasF1_G27188.1, TexasF1_G11574.1, TexasF1_G16558.1, TexasF1_G16856.1, TexasF1_G16826.1, TexasF1_G16840.1, TexasF1_G17006.1, TexasF1_G335.1, TexasF1_G331.1, TexasF1_G336.1, TexasF1_G349.1, TexasF1_G345.1, TexasF1_G337.1, TexasF1_G346.1, TexasF1_G344.1, TexasF1_G21801.1, TexasF1_G2735.1, TexasF1_G12160.1, TexasF1_G12209.1, TexasF1_G17907.1, TexasF1_G11825.1, TexasF1_G601.1, TexasF1_G16520.1, TexasF1_G12540.1, TexasF1_G19120.1, TexasF1_G16419.1, TexasF1_G11566.1
OG0000021	OrthoDB_Prunus_dulcis_CNAG	VVA22695	3755_0_002123, 3755_0_004cea, 3755_0_0018f9, 3755_0_005462, 3755_0_001bae, 3755_0_0005f5, 3755_0_004589, 3755_0_00149c, 3755_0_00178e, 3755_0_000483, 3755_0_0022ee, 3755_0_0004cb, 3755_0_0056f8, 3755_0_0005cb, 3755_0_00226a, 3755_0_003fab, 3755_0_0056ea, 3755_0_005862, 3755_0_0059a4, 3755_0_0059c3, 3755_0_0059a7, 3755_0_0028eb, 3755_0_004ad3, 3755_0_002cea, 3755_0_003eee, 3755_0_001674, 3755_0_001d0d, 3755_0_004d88, 3755_0_0059d9, 3755_0_002415
OG0000022	OrthoDB_Prunus_dulcis_CNAG	VVA39583	3755_0_004cd1
OG0000022	Texas_F1_protein	VVA39583	TexasF1_G4139.1
OG0000022	Texas_F1_protein	VVA40904	TexasF1_G8095.1, TexasF1_G27162.1, TexasF1_G11503.1, TexasF1_G29728.1, TexasF1_G11665.1, TexasF1_G4522.1, TexasF1_G2306.1, TexasF1_G2378.1, TexasF1_G22326.1, TexasF1_G29636.1, TexasF1_G2304.1, TexasF1_G27016.1, TexasF1_G7526.1, TexasF1_G28195.1, TexasF1_G5664.1, TexasF1_G28136.1, TexasF1_G18893.1, TexasF1_G2728.1, TexasF1_G21112.1, TexasF1_G27015.1, TexasF1_G5068.1, TexasF1_G3297.1, TexasF1_G7678.1, TexasF1_G24510.1, TexasF1_G27017.1, TexasF1_G2397.1, TexasF1_G7408.1, TexasF1_G11777.1, TexasF1_G2608.1, TexasF1_G2610.1, TexasF1_G7552.1, TexasF1_G7835.1, TexasF1_G10433.1, TexasF1_G26414.1, TexasF1_G18164.1, TexasF1_G5033.1, TexasF1_G18020.1, TexasF1_G22395.1, TexasF1_G450.1, TexasF1_G8089.1, TexasF1_G8976.1, TexasF1_G27163.1, TexasF1_G5736.1, TexasF1_G18163.1, TexasF1_G27618.1, TexasF1_G7780.1, TexasF1_G8094.1, TexasF1_G23258.1, TexasF1_G11102.1, TexasF1_G27854.1, TexasF1_G17375.1, TexasF1_G25554.1, TexasF1_G74.1, TexasF1_G75.1, TexasF1_G17380.1, TexasF1_G24744.1, TexasF1_G1501.1, TexasF1_G17751.1, TexasF1_G11337.1, TexasF1_G17658.1, TexasF1_G11224.1
OG0000022	OrthoDB_Prunus_dulcis_CNAG	VVA40904	3755_0_0001e8, 3755_0_000ab7, 3755_0_005995, 3755_0_003184, 3755_0_0005b3, 3755_0_002aeb, 3755_0_0012cc, 3755_0_00338e, 3755_0_0034e0, 3755_0_002f4d
OG0000022	Texas_F1_protein	VVA37790	TexasF1_G2198.1, TexasF1_G6777.1, TexasF1_G7698.1, TexasF1_G13078.1, TexasF1_G25170.1, TexasF1_G11892.1, TexasF1_G10507.1, TexasF1_G24644.1, TexasF1_G18115.1, TexasF1_G16387.1, TexasF1_G28192.1
OG0000023	OrthoDB_Prunus_dulcis_CNAG	VVA15750, VVA35147	3755_0_0059be
OG0000023	Texas_F1_protein	VVA15750, VVA35147	TexasF1_G27873.1
OG0000023	OrthoDB_Prunus_dulcis_CNAG	VVA41253	3755_0_004e0f
OG0000023	Texas_F1_protein	VVA40023	TexasF1_G6890.1
OG0000023	OrthoDB_Prunus_dulcis_CNAG	VVA40023	3755_0_001adc, 3755_0_003dc1
OG0000023	OrthoDB_Prunus_dulcis_CNAG	VVA41511	3755_0_00022c
OG0000023	OrthoDB_Prunus_dulcis_CNAG	VVA28036, VVA40759, VVA32241	3755_0_001bf1
OG0000023	Texas_F1_protein	VVA34709	TexasF1_G12286.1
OG0000023	OrthoDB_Prunus_dulcis_CNAG	VVA34709	3755_0_000062, 3755_0_0024f1
OG0000023	OrthoDB_Prunus_dulcis_CNAG	VVA14283	3755_0_00447d
OG0000023	Texas_F1_protein	VVA30341	TexasF1_G20250.1
OG0000023	OrthoDB_Prunus_dulcis_CNAG	VVA30341	3755_0_003bca
OG0000023	Texas_F1_protein	VVA39423	TexasF1_G5683.1, TexasF1_G8543.1, TexasF1_G26232.1, TexasF1_G10523.1, TexasF1_G21017.1, TexasF1_G10468.1, TexasF1_G18789.1, TexasF1_G22818.1, TexasF1_G28902.1, TexasF1_G20050.1
OG0000023	Texas_F1_protein	VVA33728	TexasF1_G1600.1
OG0000023	OrthoDB_Prunus_dulcis_CNAG	VVA33728	3755_0_002b07
OG0000023	OrthoDB_Prunus_dulcis_CNAG	VVA39287	3755_0_000da3
OG0000023	OrthoDB_Prunus_dulcis_CNAG	VVA13476, VVA33929, VVA32254, VVA35585	3755_0_001acb
OG0000023	OrthoDB_Prunus_dulcis_CNAG	VVA26369	3755_0_000a28
OG0000023	OrthoDB_Prunus_dulcis_CNAG	VVA38912	3755_0_00172a
OG0000023	Texas_F1_protein	VVA38912	TexasF1_G21796.1
OG0000023	OrthoDB_Prunus_dulcis_CNAG	VVA39472	3755_0_000025, 3755_0_0017d6, 3755_0_002c68, 3755_0_003065
OG0000023	Texas_F1_protein	VVA39472	TexasF1_G11522.1, TexasF1_G17149.1
OG0000023	OrthoDB_Prunus_dulcis_CNAG	VVA20527	3755_0_002ef6, 3755_0_000474
OG0000023	OrthoDB_Prunus_dulcis_CNAG	VVA36782	3755_0_00177f, 3755_0_00575d, 3755_0_0056d6
OG0000023	Texas_F1_protein	VVA36782	TexasF1_G25154.1, TexasF1_G24594.1
OG0000024	OrthoDB_Prunus_dulcis_CNAG	VVA39081	3755_0_0015a3
OG0000024	Texas_F1_protein	VVA39081	TexasF1_G7546.1
OG0000024	OrthoDB_Prunus_dulcis_CNAG	VVA20547, VVA29287, VVA35414, VVA35415, VVA20548, VVA37516, VVA39001, VVA37154, VVA40433	3755_0_005721
OG0000024	Texas_F1_protein	VVA20547, VVA29287, VVA35414, VVA35415, VVA20548, VVA37516, VVA39001, VVA37154, VVA40433	TexasF1_G27950.1
OG0000024	Texas_F1_protein	VVA37517	TexasF1_G402.1
OG0000024	OrthoDB_Prunus_dulcis_CNAG	VVA37153	3755_0_00209c
OG0000024	OrthoDB_Prunus_dulcis_CNAG	VVA30999, VVA31533, VVA36788, VVA36789, VVA40625, VVA39000, VVA41405, VVA30998, VVA34743, VVA37781, VVA40001, VVA41808, VVA37813, VVA38853, VVA39464, VVA41580, VVA38982, VVA38854, VVA38981, VVA16897, VVA16898, VVA34742, VVA40060, VVA40874, VVA41862, VVA38999	3755_0_002b46
OG0000024	Texas_F1_protein	VVA18882, VVA39371, VVA38019, VVA40206, VVA32386, VVA40600	TexasF1_G21740.1
OG0000024	OrthoDB_Prunus_dulcis_CNAG	VVA28084, VVA34848, VVA35541, VVA38945, VVA38451, VVA38450, VVA40089, VVA41625, VVA39543, VVA40088, VVA40093, VVA40743, VVA39080, VVA40708	3755_0_005745
OG0000025	OrthoDB_Prunus_dulcis_CNAG	VVA34668, VVA38162, VVA33155	3755_0_0023a0
OG0000025	Texas_F1_protein	VVA34668	TexasF1_G17869.1
OG0000025	Texas_F1_protein	VVA38162	TexasF1_G254.1, TexasF1_G7077.1, TexasF1_G1153.1, TexasF1_G15868.1, TexasF1_G24459.1, TexasF1_G386.1, TexasF1_G17616.1, TexasF1_G379.1, TexasF1_G24101.1, TexasF1_G12138.1, TexasF1_G436.1, TexasF1_G6021.1, TexasF1_G15344.1, TexasF1_G21953.1, TexasF1_G24691.1, TexasF1_G12014.1, TexasF1_G7334.1, TexasF1_G28016.1, TexasF1_G17132.1, TexasF1_G831.1, TexasF1_G8323.1, TexasF1_G27651.1, TexasF1_G7006.1, TexasF1_G5977.1, TexasF1_G13947.1, TexasF1_G15631.1, TexasF1_G21753.1, TexasF1_G21756.1, TexasF1_G22914.1, TexasF1_G6909.1, TexasF1_G8732.1, TexasF1_G21598.1, TexasF1_G25441.1, TexasF1_G18374.1, TexasF1_G21298.1, TexasF1_G696.1, TexasF1_G27722.1, TexasF1_G24187.1, TexasF1_G2343.1, TexasF1_G17527.1, TexasF1_G27920.1, TexasF1_G8186.1, TexasF1_G5644.1, TexasF1_G21929.1, TexasF1_G6899.1, TexasF1_G24697.1, TexasF1_G360.1, TexasF1_G2209.1, TexasF1_G6706.1, TexasF1_G7444.1, TexasF1_G24326.1, TexasF1_G16867.1, TexasF1_G21592.1, TexasF1_G2798.1, TexasF1_G22087.1, TexasF1_G27864.1, TexasF1_G17141.1, TexasF1_G11996.1, TexasF1_G17065.1, TexasF1_G25426.1, TexasF1_G437.1, TexasF1_G27182.1, TexasF1_G11942.1, TexasF1_G2771.1, TexasF1_G16820.1, TexasF1_G20147.1, TexasF1_G244.1
OG0000025	Texas_F1_protein	VVA33155	TexasF1_G17115.1, TexasF1_G16830.1, TexasF1_G16861.1, TexasF1_G7742.1, TexasF1_G2716.1, TexasF1_G17121.1, TexasF1_G28050.1, TexasF1_G7822.1, TexasF1_G27958.1, TexasF1_G4419.1, TexasF1_G27768.1, TexasF1_G12156.1, TexasF1_G21799.1, TexasF1_G7612.1
OG0000026	OrthoDB_Prunus_dulcis_CNAG	VVA41219	3755_0_0039e0, 3755_0_004b09
OG0000026	Texas_F1_protein	VVA41219	TexasF1_G16484.1, TexasF1_G22591.1
OG0000026	OrthoDB_Prunus_dulcis_CNAG	VVA41610	3755_0_0037a7
OG0000026	Texas_F1_protein	VVA41610	TexasF1_G17563.1
OG0000026	Texas_F1_protein	VVA40931, VVA39042, VVA28662, VVA37220, VVA38089, VVA38404, VVA41634, VVA41557, VVA35827, VVA38491, VVA34290, VVA38336, VVA39097, VVA37757, VVA41649, VVA34005, VVA31619, VVA31772, VVA36390	TexasF1_G24497.1
OG0000026	OrthoDB_Prunus_dulcis_CNAG	VVA40931, VVA39042, VVA28662, VVA37220, VVA38089, VVA38404, VVA41634, VVA41557, VVA35827, VVA38491, VVA34290, VVA38336, VVA39097, VVA37757, VVA41649, VVA34005, VVA31619, VVA31772, VVA36390	3755_0_005769, 3755_0_004922
OG0000027	Texas_F1_protein	VVA22855	TexasF1_G17597.1
OG0000027	OrthoDB_Prunus_dulcis_CNAG	VVA22855	3755_0_0035c7
OG0000027	OrthoDB_Prunus_dulcis_CNAG	VVA24304	3755_0_00241e
OG0000027	Texas_F1_protein	VVA24304	TexasF1_G10961.1, TexasF1_G21682.1, TexasF1_G10919.1
OG0000027	OrthoDB_Prunus_dulcis_CNAG	VVA36166, VVA34001	3755_0_0054f0
OG0000027	Texas_F1_protein	VVA36166	TexasF1_G24946.1
OG0000027	Texas_F1_protein	VVA34001	TexasF1_G16848.1
OG0000027	Texas_F1_protein	VVA23683, VVA23682, VVA23685, VVA24960, VVA40257, VVA40251, VVA40253, VVA40256, VVA30213, VVA24962, VVA40255, VVA40252, VVA40864	TexasF1_G8491.1
OG0000027	Texas_F1_protein	VVA14211	TexasF1_G23097.1
OG0000028	OrthoDB_Prunus_dulcis_CNAG	VVA41006	3755_0_0058f2
OG0000028	Texas_F1_protein	VVA41006	TexasF1_G2602.1, TexasF1_G19121.1, TexasF1_G12539.1, TexasF1_G16420.1, TexasF1_G28490.1, TexasF1_G19982.1, TexasF1_G30147.1, TexasF1_G23961.1, TexasF1_G11882.1, TexasF1_G30148.1
OG0000028	Texas_F1_protein	VVA39426	TexasF1_G27175.1
OG0000028	OrthoDB_Prunus_dulcis_CNAG	VVA37612, VVA41210	3755_0_0059a5
OG0000028	Texas_F1_protein	VVA37612, VVA41210	TexasF1_G15339.1
OG0000030	OrthoDB_Prunus_dulcis_CNAG	VVA38370	3755_0_003a38
OG0000030	Texas_F1_protein	VVA38370	TexasF1_G22634.1
OG0000030	OrthoDB_Prunus_dulcis_CNAG	VVA38656, VVA32552, VVA41820, VVA40884, VVA41831, VVA28769, VVA41329, VVA33240, VVA36601, VVA30261, VVA31264, VVA39369, VVA31170	3755_0_004159
OG0000030	Texas_F1_protein	VVA32552, VVA41820	TexasF1_G9036.1
OG0000030	Texas_F1_protein	VVA28769	TexasF1_G7450.1
OG0000030	Texas_F1_protein	VVA41329	TexasF1_G1114.1
OG0000030	Texas_F1_protein	VVA33240	TexasF1_G21587.1
OG0000030	Texas_F1_protein	VVA36601	TexasF1_G413.1, TexasF1_G17448.1, TexasF1_G5465.1, TexasF1_G7855.1, TexasF1_G21897.1, TexasF1_G3163.1, TexasF1_G2775.1, TexasF1_G24859.1, TexasF1_G3883.1, TexasF1_G24029.1, TexasF1_G22409.1, TexasF1_G7896.1, TexasF1_G2073.1, TexasF1_G2335.1, TexasF1_G24424.1, TexasF1_G11919.1, TexasF1_G8298.1, TexasF1_G16716.1
OG0000030	Texas_F1_protein	VVA30261	TexasF1_G512.1, TexasF1_G12050.1, TexasF1_G11689.1
OG0000030	Texas_F1_protein	VVA31264, VVA39369	TexasF1_G24076.1
OG0000030	Texas_F1_protein	VVA31170	TexasF1_G24939.1, TexasF1_G27402.1
OG0000031	OrthoDB_Prunus_dulcis_CNAG	VVA34982	3755_0_003acc
OG0000031	Texas_F1_protein	VVA34982	TexasF1_G6878.1, TexasF1_G17619.1, TexasF1_G28017.1, TexasF1_G5647.1, TexasF1_G21295.1, TexasF1_G21757.1, TexasF1_G22917.1, TexasF1_G13950.1, TexasF1_G21754.1, TexasF1_G7003.1, TexasF1_G8320.1, TexasF1_G5974.1, TexasF1_G6906.1, TexasF1_G8189.1, TexasF1_G25443.1, TexasF1_G24184.1, TexasF1_G24104.1, TexasF1_G27648.1, TexasF1_G7080.1, TexasF1_G8730.1, TexasF1_G222.1, TexasF1_G363.1, TexasF1_G693.1, TexasF1_G2346.1, TexasF1_G834.1, TexasF1_G27719.1, TexasF1_G21932.1, TexasF1_G24694.1, TexasF1_G12011.1, TexasF1_G17063.1, TexasF1_G25429.1, TexasF1_G2206.1, TexasF1_G7337.1, TexasF1_G15633.1, TexasF1_G2850.1, TexasF1_G11945.1, TexasF1_G17112.1, TexasF1_G7341.1, TexasF1_G16870.1, TexasF1_G24700.1, TexasF1_G17135.1, TexasF1_G21950.1, TexasF1_G15341.1, TexasF1_G1150.1, TexasF1_G18377.1, TexasF1_G17524.1, TexasF1_G434.1, TexasF1_G6896.1, TexasF1_G7441.1, TexasF1_G2769.1, TexasF1_G16828.1, TexasF1_G16859.1, TexasF1_G17139.1, TexasF1_G24461.1, TexasF1_G120.1, TexasF1_G548.1, TexasF1_G24208.1, TexasF1_G6935.1, TexasF1_G21831.1, TexasF1_G27444.1, TexasF1_G17262.1, TexasF1_G24223.1, TexasF1_G24557.1, TexasF1_G20737.1, TexasF1_G11569.1, TexasF1_G12158.1, TexasF1_G16818.1, TexasF1_G21456.1, TexasF1_G21882.1, TexasF1_G4418.1, TexasF1_G7615.1, TexasF1_G17558.1, TexasF1_G251.1
OG0000033	OrthoDB_Prunus_dulcis_CNAG	VVA36400, VVA40802, VVA38861, VVA41437, VVA41237	3755_0_002df9
OG0000033	Texas_F1_protein	VVA36400, VVA40802, VVA38861, VVA41437, VVA41237	TexasF1_G16665.1
OG0000033	OrthoDB_Prunus_dulcis_CNAG	VVA25643, VVA31593, VVA41366, VVA38688, VVA40883, VVA37842, VVA41224, VVA28304, VVA40553, VVA36115, VVA35343, VVA38563, VVA41232, VVA19470, VVA31242, VVA37444, VVA34467, VVA30154, VVA41360, VVA38884, VVA40106, VVA39630, VVA41353, VVA41372, VVA26460, VVA15274, VVA36153, VVA27958, VVA37584, VVA38319, VVA34714, VVA36781, VVA35048, VVA41384, VVA38210, VVA40161, VVA41300, VVA29355, VVA41525, VVA39293, VVA35907, VVA38040, VVA39190, VVA34844, VVA35539, VVA40003, VVA37806, VVA41087, VVA37047, VVA36817, VVA37046, VVA41703, VVA39128, VVA41768, VVA40624, VVA41128, VVA41769, VVA41088, VVA38683, VVA35419, VVA41694	3755_0_000008
OG0000033	Texas_F1_protein	VVA25643, VVA31593, VVA41366, VVA38688, VVA40883, VVA37842, VVA41224, VVA28304, VVA40553, VVA36115, VVA35343, VVA38563, VVA41232, VVA19470, VVA31242, VVA37444, VVA34467, VVA30154, VVA41360, VVA38884, VVA40106, VVA39630, VVA41353, VVA41372, VVA26460, VVA15274, VVA36153, VVA27958, VVA37584, VVA38319, VVA34714, VVA36781, VVA35048, VVA41384, VVA38210, VVA40161, VVA41300, VVA29355, VVA41525, VVA39293, VVA35907, VVA38040, VVA39190, VVA34844, VVA35539, VVA40003, VVA37806, VVA41087, VVA37047, VVA36817, VVA37046, VVA41703, VVA39128, VVA41768, VVA40624, VVA41128, VVA41769, VVA41088, VVA38683, VVA35419, VVA41694	TexasF1_G846.1
OG0000034	Texas_F1_protein	VVA31171, VVA37635, VVA41031, VVA37947, VVA40493, VVA37387, VVA37731	TexasF1_G10996.1
