Orthogroup	Species	OrthoDB_Prunus_dulcis_CNAG	Orthologs
OG0000019	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_00585f	VVA38775, VVA28301, VVA40763, VVA37311, VVA40896, VVA39232, VVA39231, VVA41776, VVA40762, VVA41299, VVA29238, VVA31188, VVA39227, VVA34439, VVA41287, VVA29503, VVA38229, VVA41589, VVA29237, VVA31190
OG0000019	Texas_F1_protein	3755_0_00585f	TexasF1_G24373.1
OG0000019	Texas_F1_protein	3755_0_0028ee, 3755_0_003ccd, 3755_0_00226f	TexasF1_G17008.1
OG0000019	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0028ee	VVA38660
OG0000019	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_003ccd	VVA17415, VVA36125, VVA39016, VVA31265, VVA32612, VVA23916, VVA41124, VVA30994, VVA35063, VVA38291, VVA37215, VVA36821, VVA33283, VVA30995, VVA31186, VVA38290, VVA38636, VVA37378, VVA40239, VVA39498, VVA41320, VVA35062, VVA36822, VVA39362
OG0000019	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_00226f	VVA17414, VVA41440, VVA41441, VVA36124
OG0000020	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_00505f, 3755_0_0051bd	VVA23406
OG0000020	Texas_F1_protein	3755_0_00505f, 3755_0_0051bd	TexasF1_G18214.1
OG0000020	Texas_F1_protein	3755_0_003aa1	TexasF1_G23953.1
OG0000020	Texas_F1_protein	3755_0_0006a3	TexasF1_G2261.1
OG0000020	Texas_F1_protein	3755_0_004ec4	TexasF1_G28466.1
OG0000020	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_00540a	VVA36098
OG0000020	Texas_F1_protein	3755_0_001391	TexasF1_G22989.1
OG0000020	Texas_F1_protein	3755_0_00580f	TexasF1_G2259.1
OG0000020	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_00580f	VVA40371
OG0000020	Texas_F1_protein	3755_0_003dd7	TexasF1_G20268.1
OG0000020	Texas_F1_protein	3755_0_0012a5	TexasF1_G2582.1
OG0000020	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_002610	VVA35625
OG0000020	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0029a9	VVA39117
OG0000020	Texas_F1_protein	3755_0_0029a9	TexasF1_G27660.1
OG0000020	Texas_F1_protein	3755_0_00187e	TexasF1_G27214.1
OG0000020	Texas_F1_protein	3755_0_005395	TexasF1_G28094.1
OG0000020	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_003664	VVA37764
OG0000020	Texas_F1_protein	3755_0_003664	TexasF1_G17882.1
OG0000020	Texas_F1_protein	3755_0_00062f	TexasF1_G2749.1
OG0000020	Texas_F1_protein	3755_0_0009f2	TexasF1_G5606.1
OG0000020	Texas_F1_protein	3755_0_004536	TexasF1_G24619.1
OG0000020	Texas_F1_protein	3755_0_001175, 3755_0_0056f5	TexasF1_G2758.1
OG0000020	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_001175, 3755_0_0056f5	VVA37539
OG0000020	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0056fc	VVA37766
OG0000020	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_000390, 3755_0_00579f, 3755_0_00232a, 3755_0_00210f	VVA38685
OG0000020	Texas_F1_protein	3755_0_000390, 3755_0_00579f, 3755_0_00232a	TexasF1_G17241.1
OG0000020	Texas_F1_protein	3755_0_00210f	TexasF1_G18361.1, TexasF1_G6584.1
OG0000020	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0058de	VVA41185
OG0000020	Texas_F1_protein	3755_0_005792	TexasF1_G21940.1
OG0000020	Texas_F1_protein	3755_0_004afb	TexasF1_G245.1
OG0000020	Texas_F1_protein	3755_0_0019b4	TexasF1_G12287.1
OG0000020	Texas_F1_protein	3755_0_0006ee	TexasF1_G2747.1
OG0000020	Texas_F1_protein	3755_0_0022b1	TexasF1_G11988.1
OG0000020	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_002f20, 3755_0_002023	VVA37913, VVA38254
OG0000020	Texas_F1_protein	3755_0_002f20, 3755_0_002023	TexasF1_G8048.1, TexasF1_G28819.1, TexasF1_G8717.1, TexasF1_G11686.1, TexasF1_G16917.1
OG0000020	Texas_F1_protein	3755_0_00336b, 3755_0_0034b5	TexasF1_G18260.1
OG0000020	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_00336b, 3755_0_0034b5	VVA22840
OG0000020	Texas_F1_protein	3755_0_0013aa	TexasF1_G7713.1
OG0000020	Texas_F1_protein	3755_0_000ce0	TexasF1_G4043.1
OG0000020	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_000ce0	VVA18033
OG0000020	Texas_F1_protein	3755_0_005476, 3755_0_002719	TexasF1_G18979.1
OG0000021	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_002123, 3755_0_004cea, 3755_0_0018f9, 3755_0_005462, 3755_0_001bae, 3755_0_0005f5, 3755_0_004589, 3755_0_00149c, 3755_0_00178e, 3755_0_000483, 3755_0_0022ee, 3755_0_0004cb, 3755_0_0056f8, 3755_0_0005cb, 3755_0_00226a, 3755_0_003fab, 3755_0_0056ea, 3755_0_005862, 3755_0_0059a4, 3755_0_0059c3, 3755_0_0059a7, 3755_0_0028eb, 3755_0_004ad3, 3755_0_002cea, 3755_0_003eee, 3755_0_001674, 3755_0_001d0d, 3755_0_004d88, 3755_0_0059d9, 3755_0_002415	VVA22695
OG0000021	Texas_F1_protein	3755_0_0005cb, 3755_0_00226a, 3755_0_003fab, 3755_0_0056ea	TexasF1_G24356.1
OG0000021	Texas_F1_protein	3755_0_005862	TexasF1_G24181.1, TexasF1_G27717.1
OG0000021	Texas_F1_protein	3755_0_0028eb	TexasF1_G431.1
OG0000021	Texas_F1_protein	3755_0_004ad3	TexasF1_G22084.1, TexasF1_G24704.1, TexasF1_G366.1, TexasF1_G12001.1, TexasF1_G7339.1
OG0000021	Texas_F1_protein	3755_0_002cea, 3755_0_003eee	TexasF1_G25445.1
OG0000021	Texas_F1_protein	3755_0_001674, 3755_0_001d0d	TexasF1_G25432.1
OG0000021	Texas_F1_protein	3755_0_004d88	TexasF1_G2767.1
OG0000021	Texas_F1_protein	3755_0_0059d9	TexasF1_G15872.1, TexasF1_G24464.1, TexasF1_G27188.1
OG0000021	Texas_F1_protein	3755_0_002415	TexasF1_G11574.1, TexasF1_G16558.1, TexasF1_G16856.1, TexasF1_G16826.1, TexasF1_G16840.1, TexasF1_G17006.1, TexasF1_G335.1, TexasF1_G331.1, TexasF1_G336.1, TexasF1_G349.1, TexasF1_G345.1, TexasF1_G337.1, TexasF1_G346.1, TexasF1_G344.1
OG0000021	Texas_F1_protein	3755_0_0056ae	TexasF1_G1575.1
OG0000022	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_004cd1	VVA39583
OG0000022	Texas_F1_protein	3755_0_004cd1	TexasF1_G4139.1
OG0000022	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0001e8, 3755_0_000ab7, 3755_0_005995, 3755_0_003184, 3755_0_0005b3, 3755_0_002aeb, 3755_0_0012cc, 3755_0_00338e, 3755_0_0034e0, 3755_0_002f4d	VVA40904
OG0000022	Texas_F1_protein	3755_0_0001e8	TexasF1_G4522.1
OG0000022	Texas_F1_protein	3755_0_000ab7	TexasF1_G2306.1, TexasF1_G2378.1, TexasF1_G22326.1
OG0000022	Texas_F1_protein	3755_0_005995	TexasF1_G29636.1, TexasF1_G2304.1, TexasF1_G27016.1, TexasF1_G7526.1, TexasF1_G28195.1, TexasF1_G5664.1, TexasF1_G28136.1, TexasF1_G18893.1, TexasF1_G2728.1, TexasF1_G21112.1, TexasF1_G27015.1, TexasF1_G5068.1, TexasF1_G3297.1, TexasF1_G7678.1
OG0000022	Texas_F1_protein	3755_0_003184	TexasF1_G24510.1, TexasF1_G27017.1, TexasF1_G2397.1, TexasF1_G7408.1
OG0000022	Texas_F1_protein	3755_0_0012cc	TexasF1_G2608.1, TexasF1_G2610.1, TexasF1_G7552.1, TexasF1_G7835.1, TexasF1_G10433.1, TexasF1_G26414.1, TexasF1_G18164.1, TexasF1_G5033.1, TexasF1_G18020.1, TexasF1_G22395.1
OG0000022	Texas_F1_protein	3755_0_00338e, 3755_0_0034e0	TexasF1_G450.1, TexasF1_G8089.1, TexasF1_G8976.1, TexasF1_G27163.1, TexasF1_G5736.1, TexasF1_G18163.1, TexasF1_G27618.1, TexasF1_G7780.1, TexasF1_G8094.1, TexasF1_G23258.1, TexasF1_G11102.1, TexasF1_G27854.1, TexasF1_G17375.1, TexasF1_G25554.1
OG0000023	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0059be	VVA15750, VVA35147
OG0000023	Texas_F1_protein	3755_0_0059be	TexasF1_G27873.1
OG0000023	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_004e0f	VVA41253
OG0000023	Texas_F1_protein	3755_0_001adc, 3755_0_003dc1	TexasF1_G6890.1
OG0000023	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_001adc, 3755_0_003dc1	VVA40023
OG0000023	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_00022c	VVA41511
OG0000023	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_001bf1	VVA28036, VVA40759, VVA32241
OG0000023	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_000062, 3755_0_0024f1	VVA34709
OG0000023	Texas_F1_protein	3755_0_000062, 3755_0_0024f1	TexasF1_G12286.1
OG0000023	Texas_F1_protein	3755_0_001b88	TexasF1_G18573.1
OG0000023	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_00447d	VVA14283
OG0000023	Texas_F1_protein	3755_0_003bca	TexasF1_G20250.1
OG0000023	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_003bca	VVA30341
OG0000023	Texas_F1_protein	3755_0_002009	TexasF1_G11431.1
OG0000023	Texas_F1_protein	3755_0_002b07, 3755_0_003fde	TexasF1_G1600.1
OG0000023	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_002b07	VVA33728
OG0000023	Texas_F1_protein	3755_0_0016e3	TexasF1_G38.1
OG0000023	Texas_F1_protein	3755_0_00446c, 3755_0_000852, 3755_0_001344, 3755_0_000b7b, 3755_0_003999	TexasF1_G764.1, TexasF1_G22787.1
OG0000023	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_000da3	VVA39287
OG0000023	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_001acb	VVA13476, VVA33929, VVA32254, VVA35585
OG0000023	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_000a28	VVA26369
OG0000023	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_00172a	VVA38912
OG0000023	Texas_F1_protein	3755_0_00172a	TexasF1_G21796.1
OG0000023	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_000025, 3755_0_0017d6, 3755_0_002c68, 3755_0_003065	VVA39472
OG0000023	Texas_F1_protein	3755_0_000025	TexasF1_G11522.1
OG0000023	Texas_F1_protein	3755_0_0017d6, 3755_0_002c68	TexasF1_G17149.1
OG0000023	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_002ef6, 3755_0_000474	VVA20527
OG0000023	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_00177f, 3755_0_00575d, 3755_0_0056d6	VVA36782
OG0000023	Texas_F1_protein	3755_0_00575d	TexasF1_G25154.1
OG0000023	Texas_F1_protein	3755_0_0056d6	TexasF1_G24594.1
OG0000024	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0015a3	VVA39081
OG0000024	Texas_F1_protein	3755_0_0015a3	TexasF1_G7546.1
OG0000024	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_005721	VVA20547, VVA29287, VVA35414, VVA35415, VVA20548, VVA37516, VVA39001, VVA37154, VVA40433
OG0000024	Texas_F1_protein	3755_0_005721	TexasF1_G27950.1
OG0000024	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_00209c	VVA37153
OG0000024	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_002b46	VVA30999, VVA31533, VVA36788, VVA36789, VVA40625, VVA39000, VVA41405, VVA30998, VVA34743, VVA37781, VVA40001, VVA41808, VVA37813, VVA38853, VVA39464, VVA41580, VVA38982, VVA38854, VVA38981, VVA16897, VVA16898, VVA34742, VVA40060, VVA40874, VVA41862, VVA38999
OG0000024	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_005745	VVA28084, VVA34848, VVA35541, VVA38945, VVA38451, VVA38450, VVA40089, VVA41625, VVA39543, VVA40088, VVA40093, VVA40743, VVA39080, VVA40708
OG0000025	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0023a0	VVA34668, VVA38162, VVA33155
OG0000025	Texas_F1_protein	3755_0_0023a0	TexasF1_G17869.1, TexasF1_G254.1, TexasF1_G7077.1, TexasF1_G1153.1, TexasF1_G15868.1, TexasF1_G24459.1, TexasF1_G386.1, TexasF1_G17616.1, TexasF1_G379.1, TexasF1_G24101.1, TexasF1_G12138.1, TexasF1_G436.1, TexasF1_G6021.1, TexasF1_G15344.1, TexasF1_G21953.1, TexasF1_G24691.1, TexasF1_G12014.1, TexasF1_G7334.1, TexasF1_G28016.1, TexasF1_G17132.1, TexasF1_G831.1, TexasF1_G8323.1, TexasF1_G27651.1, TexasF1_G7006.1, TexasF1_G5977.1, TexasF1_G13947.1, TexasF1_G15631.1, TexasF1_G21753.1, TexasF1_G21756.1, TexasF1_G22914.1, TexasF1_G6909.1, TexasF1_G8732.1, TexasF1_G21598.1, TexasF1_G25441.1, TexasF1_G18374.1, TexasF1_G21298.1, TexasF1_G696.1, TexasF1_G27722.1, TexasF1_G24187.1, TexasF1_G2343.1, TexasF1_G17527.1, TexasF1_G27920.1, TexasF1_G8186.1, TexasF1_G5644.1, TexasF1_G21929.1, TexasF1_G6899.1, TexasF1_G24697.1, TexasF1_G360.1, TexasF1_G2209.1, TexasF1_G6706.1, TexasF1_G7444.1, TexasF1_G24326.1, TexasF1_G16867.1, TexasF1_G21592.1, TexasF1_G2798.1, TexasF1_G22087.1, TexasF1_G27864.1, TexasF1_G17141.1, TexasF1_G11996.1, TexasF1_G17065.1, TexasF1_G25426.1, TexasF1_G437.1, TexasF1_G27182.1, TexasF1_G11942.1, TexasF1_G2771.1, TexasF1_G16820.1, TexasF1_G20147.1, TexasF1_G244.1, TexasF1_G17115.1, TexasF1_G16830.1, TexasF1_G16861.1, TexasF1_G7742.1, TexasF1_G2716.1, TexasF1_G17121.1, TexasF1_G28050.1, TexasF1_G7822.1, TexasF1_G27958.1, TexasF1_G4419.1, TexasF1_G27768.1, TexasF1_G12156.1, TexasF1_G21799.1, TexasF1_G7612.1, TexasF1_G21115.1, TexasF1_G2848.1, TexasF1_G7190.1, TexasF1_G14628.1, TexasF1_G21609.1
OG0000026	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0039e0, 3755_0_004b09	VVA41219
OG0000026	Texas_F1_protein	3755_0_0039e0	TexasF1_G16484.1
OG0000026	Texas_F1_protein	3755_0_004b09	TexasF1_G22591.1
OG0000026	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0037a7	VVA41610
OG0000026	Texas_F1_protein	3755_0_0037a7	TexasF1_G17563.1
OG0000026	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_005769, 3755_0_004922	VVA40931, VVA39042, VVA28662, VVA37220, VVA38089, VVA38404, VVA41634, VVA41557, VVA35827, VVA38491, VVA34290, VVA38336, VVA39097, VVA37757, VVA41649, VVA34005, VVA31619, VVA31772, VVA36390
OG0000026	Texas_F1_protein	3755_0_005769, 3755_0_004922	TexasF1_G24497.1
OG0000027	Texas_F1_protein	3755_0_0035c7	TexasF1_G17597.1
OG0000027	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0035c7	VVA22855
OG0000027	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_00241e	VVA24304
OG0000027	Texas_F1_protein	3755_0_00241e	TexasF1_G10961.1, TexasF1_G21682.1, TexasF1_G10919.1
OG0000027	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0054f0	VVA36166, VVA34001
OG0000027	Texas_F1_protein	3755_0_0054f0	TexasF1_G24946.1, TexasF1_G16848.1
OG0000027	Texas_F1_protein	3755_0_000298	TexasF1_G23772.1, TexasF1_G5527.1, TexasF1_G28798.1, TexasF1_G1371.1
OG0000028	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0058f2	VVA41006
OG0000028	Texas_F1_protein	3755_0_0058f2	TexasF1_G2602.1, TexasF1_G19121.1, TexasF1_G12539.1, TexasF1_G16420.1, TexasF1_G28490.1, TexasF1_G19982.1, TexasF1_G30147.1, TexasF1_G23961.1, TexasF1_G11882.1, TexasF1_G30148.1
OG0000028	Texas_F1_protein	3755_0_00585c	TexasF1_G24205.1
OG0000028	Texas_F1_protein	3755_0_005899	TexasF1_G6784.1
OG0000028	Texas_F1_protein	3755_0_001a6d	TexasF1_G545.1, TexasF1_G7502.1, TexasF1_G20115.1, TexasF1_G27910.1, TexasF1_G13359.1, TexasF1_G21813.1, TexasF1_G16815.1, TexasF1_G844.1, TexasF1_G2789.1, TexasF1_G11619.1, TexasF1_G11610.1, TexasF1_G11806.1, TexasF1_G11152.1, TexasF1_G7938.1, TexasF1_G20694.1, TexasF1_G20755.1, TexasF1_G956.1, TexasF1_G16494.1, TexasF1_G21833.1, TexasF1_G26666.1, TexasF1_G27442.1, TexasF1_G24952.1
OG0000028	Texas_F1_protein	3755_0_0059a5	TexasF1_G15339.1
OG0000028	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0059a5	VVA37612, VVA41210
OG0000028	Texas_F1_protein	3755_0_0000f9	TexasF1_G24701.1, TexasF1_G342.1, TexasF1_G11573.1, TexasF1_G12159.1, TexasF1_G21883.1, TexasF1_G17110.1, TexasF1_G27185.1
OG0000028	Texas_F1_protein	3755_0_002528	TexasF1_G600.1, TexasF1_G1734.1, TexasF1_G2169.1, TexasF1_G7230.1, TexasF1_G80.1, TexasF1_G2685.1, TexasF1_G17260.1, TexasF1_G122.1, TexasF1_G20736.1, TexasF1_G24559.1, TexasF1_G1017.1, TexasF1_G27732.1
OG0000029	Texas_F1_protein	3755_0_004d47	TexasF1_G432.1
OG0000029	Texas_F1_protein	3755_0_004485	TexasF1_G16871.1, TexasF1_G27923.1, TexasF1_G27868.1, TexasF1_G249.1, TexasF1_G691.1, TexasF1_G28019.1, TexasF1_G383.1, TexasF1_G8190.1, TexasF1_G8728.1, TexasF1_G17522.1, TexasF1_G1148.1, TexasF1_G21948.1, TexasF1_G27646.1, TexasF1_G5649.1, TexasF1_G21293.1, TexasF1_G5973.1, TexasF1_G21755.1, TexasF1_G7001.1, TexasF1_G8318.1, TexasF1_G15635.1, TexasF1_G22919.1, TexasF1_G13952.1, TexasF1_G2203.1, TexasF1_G2348.1, TexasF1_G18378.1, TexasF1_G21595.1, TexasF1_G6701.1, TexasF1_G6904.1, TexasF1_G7439.1, TexasF1_G12140.1, TexasF1_G837.1, TexasF1_G25431.1, TexasF1_G17061.1, TexasF1_G27931.1, TexasF1_G24182.1, TexasF1_G15392.1, TexasF1_G381.1, TexasF1_G382.1, TexasF1_G7081.1, TexasF1_G17621.1, TexasF1_G21759.1, TexasF1_G6894.1, TexasF1_G7338.1, TexasF1_G25444.1, TexasF1_G27706.1, TexasF1_G11999.1, TexasF1_G12008.1, TexasF1_G12007.1, TexasF1_G224.1, TexasF1_G320.1, TexasF1_G330.1, TexasF1_G348.1, TexasF1_G339.1, TexasF1_G2801.1, TexasF1_G16857.1, TexasF1_G16841.1, TexasF1_G16827.1, TexasF1_G7745.1, TexasF1_G16816.1, TexasF1_G4416.1, TexasF1_G24236.1, TexasF1_G21800.1, TexasF1_G7739.1, TexasF1_G12168.1, TexasF1_G12216.1, TexasF1_G11946.1, TexasF1_G15871.1, TexasF1_G16390.1, TexasF1_G2768.1, TexasF1_G24463.1, TexasF1_G17018.1, TexasF1_G17109.1, TexasF1_G18357.1
OG0000030	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_003a38	VVA38370
OG0000030	Texas_F1_protein	3755_0_003a38	TexasF1_G22634.1
OG0000030	Texas_F1_protein	3755_0_000152, 3755_0_001699, 3755_0_00578e	TexasF1_G21541.1, TexasF1_G21561.1
OG0000030	Texas_F1_protein	3755_0_004159	TexasF1_G3094.1, TexasF1_G2782.1, TexasF1_G9036.1, TexasF1_G2841.1, TexasF1_G5599.1, TexasF1_G27797.1, TexasF1_G5602.1, TexasF1_G18010.1, TexasF1_G5591.1, TexasF1_G7021.1, TexasF1_G27425.1, TexasF1_G23975.1, TexasF1_G16887.1, TexasF1_G6395.1, TexasF1_G28233.1, TexasF1_G17226.1, TexasF1_G22297.1, TexasF1_G13077.1, TexasF1_G16758.1, TexasF1_G7692.1, TexasF1_G6402.1, TexasF1_G15921.1, TexasF1_G17221.1, TexasF1_G7450.1, TexasF1_G1114.1, TexasF1_G21587.1, TexasF1_G413.1, TexasF1_G17448.1, TexasF1_G5465.1, TexasF1_G7855.1, TexasF1_G21897.1, TexasF1_G3163.1, TexasF1_G2775.1, TexasF1_G24859.1, TexasF1_G3883.1, TexasF1_G24029.1, TexasF1_G22409.1, TexasF1_G7896.1, TexasF1_G2073.1, TexasF1_G2335.1, TexasF1_G24424.1, TexasF1_G11919.1, TexasF1_G8298.1, TexasF1_G16716.1, TexasF1_G512.1, TexasF1_G12050.1, TexasF1_G11689.1, TexasF1_G24076.1, TexasF1_G24939.1, TexasF1_G27402.1, TexasF1_G17396.1, TexasF1_G17962.1, TexasF1_G13165.1
OG0000030	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_004159	VVA38656, VVA32552, VVA41820, VVA40884, VVA41831, VVA28769, VVA41329, VVA33240, VVA36601, VVA30261, VVA31264, VVA39369, VVA31170
OG0000031	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_003acc	VVA34982
OG0000031	Texas_F1_protein	3755_0_003acc	TexasF1_G6878.1, TexasF1_G17619.1, TexasF1_G28017.1, TexasF1_G5647.1, TexasF1_G21295.1, TexasF1_G21757.1, TexasF1_G22917.1, TexasF1_G13950.1, TexasF1_G21754.1, TexasF1_G7003.1, TexasF1_G8320.1, TexasF1_G5974.1, TexasF1_G6906.1, TexasF1_G8189.1, TexasF1_G25443.1, TexasF1_G24184.1, TexasF1_G24104.1, TexasF1_G27648.1, TexasF1_G7080.1, TexasF1_G8730.1, TexasF1_G222.1, TexasF1_G363.1, TexasF1_G693.1, TexasF1_G2346.1, TexasF1_G834.1, TexasF1_G27719.1, TexasF1_G21932.1, TexasF1_G24694.1, TexasF1_G12011.1, TexasF1_G17063.1, TexasF1_G25429.1, TexasF1_G2206.1, TexasF1_G7337.1, TexasF1_G15633.1, TexasF1_G2850.1, TexasF1_G11945.1, TexasF1_G17112.1, TexasF1_G7341.1, TexasF1_G16870.1, TexasF1_G24700.1, TexasF1_G17135.1, TexasF1_G21950.1, TexasF1_G15341.1, TexasF1_G1150.1, TexasF1_G18377.1, TexasF1_G17524.1, TexasF1_G434.1, TexasF1_G6896.1, TexasF1_G7441.1, TexasF1_G2769.1, TexasF1_G16828.1, TexasF1_G16859.1, TexasF1_G17139.1, TexasF1_G24461.1, TexasF1_G120.1, TexasF1_G548.1, TexasF1_G24208.1, TexasF1_G6935.1, TexasF1_G21831.1, TexasF1_G27444.1, TexasF1_G17262.1, TexasF1_G24223.1, TexasF1_G24557.1, TexasF1_G20737.1, TexasF1_G11569.1, TexasF1_G12158.1, TexasF1_G16818.1, TexasF1_G21456.1, TexasF1_G21882.1, TexasF1_G4418.1, TexasF1_G7615.1, TexasF1_G17558.1, TexasF1_G251.1
OG0000033	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_002df9	VVA36400, VVA40802, VVA38861, VVA41437, VVA41237
OG0000033	Texas_F1_protein	3755_0_002df9	TexasF1_G16665.1
OG0000033	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_000008	VVA25643, VVA31593, VVA41366, VVA38688, VVA40883, VVA37842, VVA41224, VVA28304, VVA40553, VVA36115, VVA35343, VVA38563, VVA41232, VVA19470, VVA31242, VVA37444, VVA34467, VVA30154, VVA41360, VVA38884, VVA40106, VVA39630, VVA41353, VVA41372, VVA26460, VVA15274, VVA36153, VVA27958, VVA37584, VVA38319, VVA34714, VVA36781, VVA35048, VVA41384, VVA38210, VVA40161, VVA41300, VVA29355, VVA41525, VVA39293, VVA35907, VVA38040, VVA39190, VVA34844, VVA35539, VVA40003, VVA37806, VVA41087, VVA37047, VVA36817, VVA37046, VVA41703, VVA39128, VVA41768, VVA40624, VVA41128, VVA41769, VVA41088, VVA38683, VVA35419, VVA41694
OG0000033	Texas_F1_protein	3755_0_000008	TexasF1_G846.1
OG0000034	Texas_F1_protein	3755_0_002328	TexasF1_G10996.1
OG0000034	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_002328	VVA31171, VVA37635, VVA41031, VVA37947, VVA40493, VVA37387, VVA37731
OG0000034	Texas_F1_protein	3755_0_00424a	TexasF1_G17308.1
OG0000034	Texas_F1_protein	3755_0_0024ce	TexasF1_G29474.1
OG0000034	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0059b0	VVA36194
OG0000034	Texas_F1_protein	3755_0_0001d5	TexasF1_G2840.1
OG0000034	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_002a89	VVA28178, VVA40061, VVA41883, VVA28496, VVA36191, VVA37778, VVA41671, VVA39343, VVA40062, VVA28256, VVA41504, VVA36193, VVA35453, VVA38360, VVA37761, VVA30904, VVA40356, VVA37636, VVA36192, VVA22386, VVA36022, VVA31615, VVA40971, VVA40972, VVA37103
OG0000034	Texas_F1_protein	3755_0_002a89	TexasF1_G17052.1
OG0000034	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_005737	VVA41783
OG0000034	Texas_F1_protein	3755_0_005737	TexasF1_G19062.1
OG0000035	Texas_F1_protein	3755_0_001b23, 3755_0_002770, 3755_0_003e7f	TexasF1_G2583.1, TexasF1_G7582.1, TexasF1_G18477.1, TexasF1_G2793.1, TexasF1_G3505.1
OG0000035	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_001b23, 3755_0_002770	VVA37474
OG0000035	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_003e7f	VVA34092, VVA40502, VVA41374
