Orthogroup	Species	Prunus_armeniaca_Marouch_n14_peptide	Orthologs
OG0000003	OrthoDB_Prunus_armeniaca_Orared	PruarM.2G269000.t1.p1_1, PruarM.2G169800.t1.p1_1, PruarM.2G170200.t1.p1_1, PruarM.2G268000.t1.p1_1, PruarM.2G171600.t1.p1_1, PruarM.8G143100.t1.p1_1, PruarM.2G271300.t1.p1_1, PruarM.2G270600.t1.p1_1, PruarM.2G271200.t1.p1_1, PruarM.2G271400.t1.p1_1, PruarM.2G270500.t1.p1_1, PruarM.2G271100.t1.p1_1, PruarM.2G271000.t1.p1_1, PruarM.2G268900.t1.p1_1, PruarM.2G269800.t1.p1_1, PruarM.2G269700.t2.p1_1, PruarM.2G269700.t1.p1_1, PruarM.2G268400.t1.p1_1, PruarM.2G269100.t2.p1_1, PruarM.2G269100.t1.p1_1	36596_0_00193a
OG0000003	OrthoDB_Prunus_armeniaca_Orared	PruarM.7G212500.t1.p1_1, PruarM.1G128400.t1.p1_1, PruarM.5G082800.t1.p1_1, PruarM.8G357300.t1.p1_1, PruarM.3G180200.t1.p1_1, PruarM.3G345100.t1.p1_1, PruarM.4G098200.t1.p1_1, PruarM.4G399100.t1.p1_1, PruarM.7G367700.t1.p1_1, PruarM.1G128500.t2.p1_1, PruarM.1G128500.t1.p1_1, PruarM.5G082900.t1.p1_1, PruarM.3G180300.t1.p1_1, PruarM.7G367600.t1.p1_1, PruarM.7G367500.t1.p1_1, PruarM.7G367500.t2.p1_1, PruarM.3G077400.t1.p1_1, PruarM.8G320100.t1.p1_1, PruarM.8G320900.t1.p1_1, PruarM.8G321200.t1.p1_1, PruarM.5G103000.t1.p1_1, PruarM.5G103000.t2.p1_1, PruarM.7G133300.t1.p1_1, PruarM.5G103100.t1.p1_1, PruarM.7G133200.t1.p1_1, PruarM.1G486300.t1.p1_1, PruarM.1G486500.t1.p1_1, PruarM.1G486400.t1.p1_1, PruarM.7G133100.t1.p1_1, PruarM.3G132400.t1.p1_1, PruarM.1G234400.t1.p1_1, PruarM.4G304700.t1.p1_1, PruarM.2G242900.t1.p1_1, PruarM.1G234600.t1.p1_1, PruarM.2G093600.t1.p1_1, PruarM.4G304500.t1.p1_1, PruarM.3G132500.t1.p1_1, PruarM.1G411600.t1.p1_1, PruarM.2G242700.t1.p1_1, PruarM.1G411800.t1.p1_1, PruarM.3G132300.t1.p1_1, PruarM.1G234500.t1.p1_1, PruarM.4G304600.t1.p1_1, PruarM.2G242800.t1.p1_1, PruarM.1G411700.t1.p1_1, PruarM.1G486200.t1.p1_1, PruarM.1G346900.t1.p1_1, PruarM.1G346900.t2.p1_1, PruarM.1G347000.t1.p1_1, PruarM.2G141300.t1.p1_1, PruarM.3G273300.t1.p1_1, PruarM.2G141400.t1.p1_1, PruarM.3G273200.t1.p1_1, PruarM.3G046200.t1.p1_1, PruarM.4G106700.t1.p1_1, PruarM.5G146900.t1.p1_1, PruarM.3G046300.t1.p1_1, PruarM.4G279200.t1.p1_1, PruarM.4G106800.t1.p1_1, PruarM.4G279300.t1.p1_1, PruarM.3G046100.t1.p1_1, PruarM.4G106900.t1.p1_1, PruarM.5G147000.t1.p1_1, PruarM.1G081100.t1.p1_1, PruarM.2G372800.t1.p1_1, PruarM.2G372800.t2.p1_1, PruarM.3G411800.t1.p1_1, PruarM.6G125600.t1.p1_1, PruarM.6G137800.t1.p1_1	36596_0_0024ed
OG0000003	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G099400.t1.p1_1, PruarM.1G099500.t1.p1_1, PruarM.1G099600.t1.p1_1, PruarM.2G170100.t1.p1_1, PruarM.1G277600.t1.p1_1, PruarM.1G393000.t1.p1_1, PruarM.1G393100.t1.p1_1, PruarM.2G113800.t1.p1_1, PruarM.2G113900.t1.p1_1, PruarM.7G109800.t1.p1_1, PruarM.4G214000.t1.p1_1, PruarM.4G214100.t1.p1_1, PruarM.6G032700.t1.p1_1, PruarM.6G032700.t2.p1_1, PruarM.6G217100.t1.p1_1, PruarM.6G217200.t1.p1_1, PruarM.4G213900.t1.p1_1, PruarM.7G109900.t1.p1_1, PruarM.3G102900.t1.p1_1, PruarM.5G066600.t2.p1_1, PruarM.5G066600.t1.p1_1, PruarM.5G066500.t1.p1_1, PruarM.7G002000.t1.p1_1, PruarM.1G050800.t1.p1_1, PruarM.2G316900.t1.p1_1, PruarM.3G192200.t1.p1_1, PruarM.8G122200.t1.p1_1, PruarM.1G416100.t1.p1_1, PruarM.1G416200.t1.p1_1, PruarM.2G316800.t1.p1_1, PruarM.8G122100.t1.p1_1, PruarM.1G230100.t1.p1_1, PruarM.1G230800.t1.p1_1, PruarM.4G338400.t1.p1_1, PruarM.5G157700.t1.p1_1, PruarM.1G230200.t1.p1_1, PruarM.1G230900.t1.p1_1, PruarM.4G338500.t1.p1_1, PruarM.4G305100.t1.p1_1, PruarM.6G277600.t1.p1_1, PruarM.6G277500.t1.p1_1, PruarM.5G157600.t1.p1_1, PruarM.6G277700.t1.p1_1, PruarM.3G103000.t1.p1_1, PruarM.7G001900.t1.p1_1, PruarM.6G390300.t1.p1_1, PruarM.8G196900.t1.p1_1, PruarM.1G050700.t1.p1_1, PruarM.8G122000.t1.p1_1, PruarM.1G416300.t1.p1_1, PruarM.2G316700.t1.p1_1, PruarM.8G296500.t1.p1_1	36596_0_0028e0
OG0000003	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G701600.t1.p1_1, PruarM.2G041500.t1.p1_1, PruarM.2G273500.t1.p1_1, PruarM.6G292600.t1.p1_1, PruarM.3G340700.t1.p1_1, PruarM.6G274200.t1.p1_1, PruarM.2G079300.t1.p1_1, PruarM.4G103800.t1.p1_1, PruarM.4G171400.t1.p1_1, PruarM.8G072000.t1.p1_1, PruarM.1G180700.t1.p1_1, PruarM.5G159300.t1.p1_1, PruarM.8G229400.t1.p1_1, PruarM.2G036300.t1.p1_1, PruarM.7G180500.t1.p1_1, PruarM.2G036400.t1.p1_1	36596_0_002043
OG0000003	OrthoDB_Prunus_armeniaca_Orared	PruarM.2G036000.t1.p1_1, PruarM.2G036100.t1.p1_1, PruarM.3G050500.t1.p1_1, PruarM.2G102600.t1.p1_1, PruarM.3G050100.t1.p1_1, PruarM.2G036200.t1.p1_1, PruarM.3G050000.t1.p1_1, PruarM.3G050600.t1.p1_1, PruarM.2G101500.t1.p1_1, PruarM.1G082600.t1.p1_1, PruarM.3G285500.t1.p1_1, PruarM.3G284400.t1.p1_1, PruarM.3G284300.t1.p1_1, PruarM.2G169900.t1.p1_1, PruarM.2G170000.t1.p1_1, PruarM.4G301200.t1.p1_1, PruarM.4G216600.t1.p1_1, PruarM.4G301300.t1.p1_1, PruarM.4G301300.t2.p1_1, PruarM.1G701700.t1.p1_1, PruarM.3G340200.t1.p1_1, PruarM.3G340300.t1.p1_1, PruarM.1G263200.t1.p1_1, PruarM.1G263300.t1.p1_1, PruarM.8G072100.t1.p1_1, PruarM.4G308500.t1.p1_1, PruarM.8G072200.t1.p1_1, PruarM.3G036800.t1.p1_1, PruarM.4G308600.t1.p1_1, PruarM.2G079200.t1.p1_1, PruarM.3G036900.t1.p1_1, PruarM.4G308700.t1.p1_1, PruarM.6G274100.t1.p1_1, PruarM.1G210700.t1.p1_1, PruarM.1G281300.t1.p1_1, PruarM.4G393300.t1.p1_1	36596_0_006df4
OG0000003	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G210500.t1.p1_1, PruarM.1G210600.t1.p1_1, PruarM.2G158300.t1.p1_1, PruarM.2G388000.t1.p1_1, PruarM.2G279900.t1.p1_1, PruarM.3G082600.t1.p1_1, PruarM.2G388100.t1.p1_1, PruarM.8G311900.t1.p1_1, PruarM.4G295500.t1.p1_1, PruarM.8G312000.t1.p1_1, PruarM.1G385500.t1.p1_1, PruarM.3G340800.t1.p1_1, PruarM.6G390100.t1.p1_1, PruarM.1G007800.t1.p1_1, PruarM.3G253400.t1.p1_1, PruarM.1G677800.t1.p1_1, PruarM.5G040700.t1.p1_1, PruarM.5G040700.t2.p1_1, PruarM.5G224500.t1.p1_1, PruarM.5G224500.t2.p1_1, PruarM.2G097000.t1.p1_1, PruarM.2G097100.t1.p1_1, PruarM.6G431000.t1.p1_1, PruarM.3G253500.t1.p1_1, PruarM.6G430900.t1.p1_1, PruarM.1G324600.t1.p1_1, PruarM.4G355200.t1.p1_1, PruarM.1G324700.t1.p1_1, PruarM.4G295400.t1.p1_1, PruarM.4G355300.t1.p1_1, PruarM.4G355400.t1.p1_1, PruarM.1G385700.t1.p1_1, PruarM.1G385600.t1.p1_1, PruarM.6G390000.t1.p1_1, PruarM.3G007800.t1.p1_1, PruarM.4G169800.t1.p1_1, PruarM.5G060100.t1.p1_1, PruarM.5G060100.t2.p1_1, PruarM.4G169900.t1.p1_1, PruarM.4G332100.t1.p1_1, PruarM.3G007700.t1.p1_1, PruarM.4G170000.t1.p1_1	36596_0_003e4d
OG0000003	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G159500.t1.p1_1, PruarM.6G198800.t1.p1_1, PruarM.4G201500.t1.p1_1, PruarM.3G247500.t1.p1_1, PruarM.1G159600.t1.p1_1, PruarM.3G247600.t1.p1_1, PruarM.6G198900.t1.p1_1, PruarM.4G201400.t1.p1_1, PruarM.1G520000.t1.p1_1, PruarM.3G231000.t1.p1_1, PruarM.1G159700.t1.p1_1, PruarM.6G199000.t1.p1_1, PruarM.1G159800.t1.p1_1, PruarM.1G192500.t1.p1_1, PruarM.4G201200.t1.p1_1, PruarM.4G201300.t1.p1_1, PruarM.1G520100.t1.p1_1, PruarM.3G231100.t2.p1_1, PruarM.3G231100.t1.p1_1, PruarM.3G391400.t2.p1_1, PruarM.3G391400.t1.p1_1, PruarM.8G079900.t1.p1_1, PruarM.3G391600.t1.p1_1, PruarM.3G391500.t1.p1_1, PruarM.8G080000.t1.p1_1, PruarM.4G184300.t1.p1_1, PruarM.8G022000.t1.p1_1, PruarM.8G022100.t1.p1_1, PruarM.1G378500.t1.p1_1, PruarM.1G378700.t1.p1_1, PruarM.7G212400.t1.p1_1, PruarM.7G212300.t1.p1_1, PruarM.1G378600.t1.p1_1, PruarM.2G092000.t1.p1_1, PruarM.1G477200.t1.p1_1, PruarM.3G126800.t1.p1_1, PruarM.6G255700.t1.p1_1, PruarM.4G295700.t1.p1_1, PruarM.2G269200.t1.p1_1, PruarM.1G477300.t1.p1_1, PruarM.2G268700.t1.p1_1, PruarM.2G269400.t1.p1_1, PruarM.2G269300.t1.p1_1, PruarM.3G126700.t1.p1_1, PruarM.3G126700.t2.p1_1, PruarM.4G295600.t1.p1_1, PruarM.2G082300.t2.p1_1, PruarM.2G082300.t1.p1_1, PruarM.2G268500.t1.p1_1, PruarM.7G287700.t1.p1_1, PruarM.2G268600.t1.p1_1, PruarM.3G345800.t1.p1_1, PruarM.4G444500.t1.p1_1, PruarM.7G287800.t2.p1_1, PruarM.7G287800.t1.p1_1, PruarM.2G272500.t1.p1_1, PruarM.3G345400.t1.p1_1, PruarM.4G295800.t1.p1_1, PruarM.2G036700.t1.p1_1, PruarM.4G345500.t1.p1_1, PruarM.6G377600.t1.p1_1, PruarM.7G356800.t1.p1_1, PruarM.4G345400.t2.p1_1, PruarM.4G345400.t1.p1_1, PruarM.4G345400.t3.p1_1, PruarM.6G377500.t1.p1_1, PruarM.6G291500.t1.p1_1, PruarM.8G052500.t1.p1_1, PruarM.8G090200.t1.p1_1, PruarM.2G083000.t1.p1_1, PruarM.2G083900.t1.p1_1, PruarM.2G083100.t1.p1_1, PruarM.8G090300.t1.p1_1, PruarM.1G361000.t1.p1_1, PruarM.3G225600.t1.p1_1, PruarM.6G479000.t1.p1_1, PruarM.1G361100.t1.p1_1, PruarM.6G163000.t1.p1_1, PruarM.1G638000.t1.p1_1, PruarM.1G639100.t1.p1_1, PruarM.6G146000.t1.p1_1, PruarM.5G003800.t1.p1_1, PruarM.2G391900.t1.p1_1, PruarM.6G146500.t1.p1_1, PruarM.3G225700.t2.p1_1, PruarM.2G172600.t1.p1_1, PruarM.3G125200.t1.p1_1, PruarM.3G225700.t1.p1_1, PruarM.6G162800.t1.p1_1, PruarM.2G392100.t1.p1_1, PruarM.1G638100.t1.p1_1, PruarM.1G639200.t1.p1_1, PruarM.5G002500.t1.p1_1, PruarM.5G002700.t1.p1_1, PruarM.5G003200.t1.p1_1, PruarM.5G002600.t1.p1_1, PruarM.5G003500.t1.p1_1, PruarM.5G003700.t1.p1_1, PruarM.2G392000.t1.p1_1, PruarM.4G325900.t1.p1_1, PruarM.3G125500.t1.p1_1, PruarM.6G145900.t1.p1_1, PruarM.7G042200.t1.p1_1, PruarM.3G125300.t1.p1_1, PruarM.1G361200.t1.p1_1, PruarM.2G172500.t1.p1_1, PruarM.6G162900.t1.p1_1, PruarM.7G058600.t1.p1_1, PruarM.7G288600.t1.p1_1, PruarM.1G477700.t1.p1_1	36596_0_00071a
OG0000003	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G254400.t1.p1_1, PruarM.3G276100.t1.p1_1, PruarM.5G174100.t1.p1_1	36596_0_001b03, 36596_0_005cad
OG0000004	OrthoDB_Prunus_armeniaca_Orared	PruarM.2G101900.t1.p1_1	36596_0_0015ce
OG0000004	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G501400.t1.p1_1, PruarM.1G501700.t1.p1_1, PruarM.6G254200.t1.p1_1, PruarM.1G367000.t1.p1_1, PruarM.3G141400.t1.p1_1	36596_0_003436
OG0000004	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G501600.t1.p1_1, PruarM.8G041200.t1.p1_1, PruarM.2G134200.t1.p1_1, PruarM.3G141600.t1.p1_1, PruarM.6G182600.t1.p1_1, PruarM.6G182500.t1.p1_1, PruarM.6G186600.t1.p1_1	36596_0_0055b0
OG0000004	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G203900.t1.p1_1	36596_0_003607
OG0000004	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G358200.t1.p1_1, PruarM.2G102300.t1.p1_1, PruarM.7G063700.t1.p1_1, PruarM.6G222200.t1.p1_1, PruarM.4G105400.t1.p1_1, PruarM.1G316000.t1.p1_1, PruarM.3G204900.t1.p1_1, PruarM.4G294800.t1.p1_1, PruarM.5G128100.t1.p1_1, PruarM.6G230300.t1.p1_1, PruarM.7G039400.t1.p1_1, PruarM.3G215900.t1.p1_1, PruarM.1G277800.t1.p1_1, PruarM.4G335300.t1.p1_1, PruarM.3G196300.t1.p1_1, PruarM.2G178100.t1.p1_1, PruarM.4G418000.t1.p1_1, PruarM.1G501900.t1.p1_1, PruarM.7G083200.t1.p1_1	36596_0_0022a6
OG0000004	OrthoDB_Prunus_armeniaca_Orared	PruarM.8G004300.t1.p1_1	36596_0_007583
OG0000004	OrthoDB_Prunus_armeniaca_Orared	PruarM.8G104100.t1.p1_1	36596_0_0073e7
OG0000004	OrthoDB_Prunus_armeniaca_Orared	PruarM.2G102200.t1.p1_1, PruarM.3G204800.t1.p1_1, PruarM.7G082900.t1.p1_1, PruarM.7G083100.t1.p1_1	36596_0_005b84
OG0000004	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G230600.t1.p1_1, PruarM.3G216000.t1.p1_1, PruarM.7G083000.t1.p1_1, PruarM.1G230500.t1.p1_1	36596_0_00606c
OG0000004	OrthoDB_Prunus_armeniaca_Orared	PruarM.3G141300.t1.p1_1	36596_0_0011de
OG0000004	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G367100.t1.p1_1, PruarM.8G041000.t1.p1_1, PruarM.1G367200.t1.p1_1, PruarM.3G196100.t1.p1_1, PruarM.1G501800.t1.p1_1, PruarM.8G004200.t1.p1_1, PruarM.3G141200.t1.p1_1, PruarM.2G178200.t1.p1_1, PruarM.3G141100.t1.p1_1	36596_0_003004
OG0000004	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G305900.t1.p1_1, PruarM.4G440700.t1.p1_1, PruarM.8G033300.t1.p1_1, PruarM.8G143500.t1.p1_1, PruarM.1G306100.t1.p1_1, PruarM.5G080200.t1.p1_1, PruarM.1G051000.t1.p1_1, PruarM.1G267800.t1.p1_1, PruarM.4G428100.t1.p1_1, PruarM.4G395700.t1.p1_1, PruarM.1G277100.t1.p1_1, PruarM.1G680500.t1.p1_1, PruarM.1G277000.t1.p1_1, PruarM.1G680600.t1.p1_1, PruarM.4G331700.t1.p1_1, PruarM.3G012200.t1.p1_1, PruarM.3G012200.t2.p1_1, PruarM.2G181600.t1.p1_1, PruarM.5G080000.t1.p1_1, PruarM.5G120700.t1.p1_1, PruarM.4G395500.t1.p1_1, PruarM.3G189000.t1.p1_1, PruarM.3G189200.t1.p1_1, PruarM.4G395600.t1.p1_1, PruarM.5G080300.t1.p1_1, PruarM.5G120800.t1.p1_1, PruarM.6G183000.t1.p1_1, PruarM.6G183300.t1.p1_1, PruarM.7G072600.t1.p1_1, PruarM.2G143100.t1.p1_1, PruarM.2G172200.t1.p1_1, PruarM.2G127100.t1.p1_1, PruarM.5G120900.t1.p1_1, PruarM.2G172100.t1.p1_1, PruarM.8G092700.t1.p1_1, PruarM.1G306000.t1.p1_1, PruarM.2G172300.t1.p1_1, PruarM.2G140100.t1.p1_1	36596_0_002281
OG0000006	OrthoDB_Prunus_armeniaca_Orared	PruarM.7G166100.t1.p1_1	36596_0_000461
OG0000006	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G214900.t1.p1_1	36596_0_000dc1, 36596_0_000743
OG0000006	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G507000.t1.p1_1, PruarM.2G109900.t1.p1_1	36596_0_002078
OG0000006	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G437400.t1.p1_1, PruarM.1G437500.t1.p1_1, PruarM.6G157000.t1.p1_1, PruarM.6G259100.t1.p1_1, PruarM.6G157100.t1.p1_1, PruarM.6G259200.t1.p1_1, PruarM.2G227900.t1.p1_1, PruarM.2G252800.t1.p1_1, PruarM.3G278100.t1.p1_1, PruarM.7G306300.t1.p1_1, PruarM.2G252900.t1.p1_1, PruarM.8G114300.t1.p1_1, PruarM.2G221900.t1.p1_1, PruarM.2G221600.t1.p1_1, PruarM.1G303200.t1.p1_1, PruarM.3G042600.t1.p1_1, PruarM.7G058700.t1.p1_1, PruarM.1G423100.t1.p1_1, PruarM.2G138900.t1.p1_1, PruarM.5G205300.t1.p1_1, PruarM.2G348500.t1.p1_1, PruarM.3G199400.t1.p1_1, PruarM.1G388600.t1.p1_1	36596_0_00135d
OG0000006	OrthoDB_Prunus_armeniaca_Orared	PruarM.5G121400.t1.p1_1, PruarM.2G222500.t1.p1_1, PruarM.1G788700.t1.p1_1, PruarM.1G788700.t2.p1_1, PruarM.2G222400.t1.p1_1, PruarM.1G788800.t1.p1_1, PruarM.4G107300.t1.p1_1, PruarM.5G121300.t1.p1_1, PruarM.4G107400.t1.p1_1	36596_0_004dfb
OG0000006	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G081200.t2.p1_1, PruarM.1G081200.t1.p1_1, PruarM.5G114300.t1.p1_1	36596_0_0022e1
OG0000006	OrthoDB_Prunus_armeniaca_Orared	PruarM.3G323200.t1.p1_1	36596_0_002ccd
OG0000006	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G476700.t2.p1_1, PruarM.1G476700.t1.p1_1, PruarM.8G276500.t1.p1_1, PruarM.8G064000.t1.p1_1, PruarM.8G276400.t1.p1_1, PruarM.4G461400.t1.p1_1	36596_0_003af1
OG0000006	OrthoDB_Prunus_armeniaca_Orared	PruarM.2G293200.t1.p1_1, PruarM.5G097100.t1.p1_1, PruarM.5G072800.t1.p1_1, PruarM.5G073000.t1.p1_1, PruarM.5G072900.t2.p1_1, PruarM.5G072900.t1.p1_1, PruarM.6G418800.t1.p1_1, PruarM.7G021200.t1.p1_1, PruarM.1G385100.t1.p1_1, PruarM.7G131000.t1.p1_1, PruarM.3G188500.t1.p1_1, PruarM.7G021300.t1.p1_1, PruarM.5G085300.t1.p1_1, PruarM.5G085500.t1.p1_1, PruarM.7G120300.t1.p1_1, PruarM.8G047500.t1.p1_1, PruarM.3G330300.t1.p1_1, PruarM.3G330400.t1.p1_1, PruarM.7G120400.t1.p1_1	36596_0_00635a
OG0000006	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G737100.t1.p1_1	36596_0_002a82
OG0000006	OrthoDB_Prunus_armeniaca_Orared	PruarM.8G087600.t1.p1_1	36596_0_0073df
OG0000006	OrthoDB_Prunus_armeniaca_Orared	PruarM.5G039200.t1.p1_1	36596_0_00489d
OG0000006	OrthoDB_Prunus_armeniaca_Orared	PruarM.7G134400.t1.p1_1	36596_0_004dab
OG0000006	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G212400.t1.p1_1, PruarM.4G212300.t1.p1_1	36596_0_003ad7, 36596_0_003cf4
OG0000006	OrthoDB_Prunus_armeniaca_Orared	PruarM.6G319200.t1.p1_1	36596_0_0053d5
OG0000006	OrthoDB_Prunus_armeniaca_Orared	PruarM.6G204400.t1.p1_1, PruarM.8G205800.t2.p1_1, PruarM.8G205800.t1.p1_1, PruarM.6G182200.t1.p1_1	36596_0_004eb3
OG0000006	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G207400.t1.p1_1, PruarM.1G207500.t1.p1_1, PruarM.1G208100.t1.p1_1, PruarM.2G332200.t1.p1_1, PruarM.2G334600.t1.p1_1, PruarM.6G377200.t1.p1_1, PruarM.6G377200.t2.p1_1, PruarM.2G239900.t1.p1_1, PruarM.8G231300.t1.p1_1, PruarM.4G469000.t1.p1_1	36596_0_003af3
OG0000006	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G252200.t1.p1_1, PruarM.5G072300.t1.p1_1, PruarM.5G072300.t2.p1_1, PruarM.7G104200.t1.p1_1, PruarM.2G276800.t2.p1_1, PruarM.2G276800.t1.p1_1, PruarM.5G052800.t1.p1_1, PruarM.8G141800.t1.p1_1, PruarM.7G017700.t1.p1_1, PruarM.5G059900.t1.p1_1, PruarM.8G141900.t1.p1_1, PruarM.6G094500.t1.p1_1, PruarM.7G032700.t1.p1_1, PruarM.7G032600.t1.p1_1, PruarM.7G112100.t1.p1_1, PruarM.3G135700.t1.p1_1, PruarM.3G190800.t1.p1_1, PruarM.1G339700.t1.p1_1, PruarM.2G018100.t1.p1_1	36596_0_00008e
OG0000006	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G229800.t1.p1_1, PruarM.6G113600.t1.p1_1, PruarM.1G248700.t1.p1_1, PruarM.4G079600.t1.p1_1, PruarM.4G080300.t1.p1_1, PruarM.4G079700.t1.p1_1, PruarM.1G737300.t3.p1_1	36596_0_0011f7
OG0000006	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G281100.t1.p1_1, PruarM.1G507900.t1.p1_1, PruarM.1G388300.t1.p1_1, PruarM.3G298300.t1.p1_1, PruarM.1G388100.t1.p1_1, PruarM.1G388200.t1.p1_1, PruarM.3G298400.t1.p1_1, PruarM.8G274200.t1.p1_1, PruarM.8G274400.t1.p1_1, PruarM.2G428400.t1.p1_1, PruarM.3G159100.t1.p1_1, PruarM.4G148000.t1.p1_1, PruarM.4G213700.t1.p1_1, PruarM.4G216500.t1.p1_1	36596_0_003ba1
OG0000007	OrthoDB_Prunus_armeniaca_Orared	PruarM.8G127100.t1.p1_1	36596_0_001358
OG0000007	OrthoDB_Prunus_armeniaca_Orared	PruarM.3G135100.t1.p1_1, PruarM.3G136600.t1.p1_1, PruarM.4G371600.t1.p1_1, PruarM.3G114900.t1.p1_1, PruarM.8G114100.t1.p1_1, PruarM.3G136500.t1.p1_1, PruarM.6G189700.t1.p1_1, PruarM.8G114200.t1.p1_1, PruarM.1G003400.t1.p1_1, PruarM.7G089300.t1.p1_1, PruarM.1G130200.t1.p1_1, PruarM.7G043400.t1.p1_1, PruarM.1G682000.t1.p1_1, PruarM.2G157200.t1.p1_1, PruarM.2G026700.t1.p1_1, PruarM.2G115600.t1.p1_1, PruarM.6G271500.t1.p1_1, PruarM.6G271600.t1.p1_1, PruarM.2G115500.t1.p1_1, PruarM.5G064600.t1.p1_1, PruarM.7G043500.t1.p1_1, PruarM.8G060700.t1.p1_1, PruarM.6G271300.t1.p1_1, PruarM.6G269500.t1.p1_1, PruarM.6G271400.t1.p1_1, PruarM.5G064700.t1.p1_1, PruarM.2G157100.t1.p1_1, PruarM.1G130300.t1.p1_1, PruarM.2G093100.t1.p1_1, PruarM.2G153000.t1.p1_1, PruarM.5G269800.t1.p1_1, PruarM.4G345000.t1.p1_1, PruarM.6G160200.t1.p1_1, PruarM.6G271900.t1.p1_1, PruarM.2G016800.t1.p1_1, PruarM.6G272100.t1.p1_1, PruarM.5G116400.t1.p1_1, PruarM.6G252600.t1.p1_1, PruarM.5G125700.t1.p1_1, PruarM.1G495900.t1.p1_1, PruarM.1G192600.t1.p1_1, PruarM.5G125800.t1.p1_1, PruarM.5G122100.t1.p1_1, PruarM.5G171100.t1.p1_1, PruarM.8G176000.t1.p1_1, PruarM.2G016700.t1.p1_1, PruarM.2G075000.t1.p1_1, PruarM.6G269600.t1.p1_1, PruarM.4G340800.t1.p1_1, PruarM.6G272000.t1.p1_1, PruarM.6G160300.t1.p1_1, PruarM.6G270400.t1.p1_1, PruarM.1G204900.t1.p1_1, PruarM.1G496000.t1.p1_1, PruarM.3G257300.t1.p1_1, PruarM.3G283300.t1.p1_1, PruarM.4G314700.t1.p1_1, PruarM.7G165400.t1.p1_1, PruarM.3G124000.t1.p1_1, PruarM.5G116500.t1.p1_1, PruarM.2G114000.t1.p1_1, PruarM.4G340900.t1.p1_1, PruarM.7G165300.t1.p1_1, PruarM.5G269700.t1.p1_1, PruarM.2G320900.t1.p1_1, PruarM.2G205500.t1.p1_1, PruarM.8G171700.t1.p1_1, PruarM.2G179700.t1.p1_1, PruarM.4G371500.t1.p1_1, PruarM.1G350100.t1.p1_1, PruarM.1G525600.t1.p1_1, PruarM.6G271000.t1.p1_1, PruarM.4G380400.t1.p1_1, PruarM.6G189600.t1.p1_1, PruarM.2G179200.t1.p1_1	36596_0_001d37
OG0000007	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G285400.t1.p1_1, PruarM.1G287900.t1.p1_1, PruarM.2G194400.t1.p1_1, PruarM.1G466600.t1.p1_1, PruarM.4G189200.t1.p1_1, PruarM.7G113500.t1.p1_1, PruarM.8G083300.t1.p1_1, PruarM.3G164200.t1.p1_1, PruarM.1G361400.t1.p1_1, PruarM.1G285500.t1.p1_1, PruarM.1G288000.t1.p1_1, PruarM.7G146500.t1.p1_1, PruarM.2G194300.t1.p1_1, PruarM.6G206100.t1.p1_1, PruarM.6G187900.t1.p1_1, PruarM.2G133700.t1.p1_1, PruarM.7G073500.t1.p1_1, PruarM.3G164300.t1.p1_1, PruarM.3G041600.t1.p1_1, PruarM.6G205100.t1.p1_1, PruarM.7G073400.t1.p1_1, PruarM.6G113900.t1.p1_1, PruarM.7G113300.t1.p1_1, PruarM.3G126100.t1.p1_1, PruarM.4G292100.t1.p1_1, PruarM.4G380300.t1.p1_1	36596_0_003fdc
OG0000007	OrthoDB_Prunus_armeniaca_Orared	PruarM.1G305600.t1.p1_1, PruarM.6G212800.t1.p1_1, PruarM.8G157000.t1.p1_1, PruarM.4G461200.t1.p1_1, PruarM.4G422900.t1.p1_1, PruarM.1G454400.t1.p1_1, PruarM.6G242400.t1.p1_1, PruarM.7G044100.t1.p1_1, PruarM.4G360100.t1.p1_1, PruarM.4G422600.t1.p1_1, PruarM.7G092300.t1.p1_1, PruarM.7G021100.t1.p1_1, PruarM.1G213100.t1.p1_1, PruarM.5G037100.t1.p1_1, PruarM.7G098600.t1.p1_1, PruarM.7G028000.t1.p1_1	36596_0_00641d
