source	target	interaction	directed	reaction_type	reaction_id	source_edge_type	target_edge_type
AT3G07780	OBE1|WRKY17	activation	True	binding/oligomerisation	rx00229	SUBSTRATE	PRODUCT
AT2G24570	OBE1|WRKY17	activation	True	binding/oligomerisation	rx00229	SUBSTRATE	PRODUCT
AT3G07780	AT4G31550	binding	False	binding/oligomerisation	rx00230	SUBSTRATE	SUBSTRATE
AT4G31550	AT3G07780	binding	False	binding/oligomerisation	rx00230	SUBSTRATE	SUBSTRATE
AT3G07780	OBE1|WRKY11	activation	True	binding/oligomerisation	rx00230	SUBSTRATE	PRODUCT
AT4G31550	OBE1|WRKY11	activation	True	binding/oligomerisation	rx00230	SUBSTRATE	PRODUCT
AT3G07780	AT5G15840	binding	False	binding/oligomerisation	rx00231	SUBSTRATE	SUBSTRATE
AT5G15840	AT3G07780	binding	False	binding/oligomerisation	rx00231	SUBSTRATE	SUBSTRATE
AT3G07780	CO|OBE1	activation	True	binding/oligomerisation	rx00231	SUBSTRATE	PRODUCT
AT5G15840	CO|OBE1	activation	True	binding/oligomerisation	rx00231	SUBSTRATE	PRODUCT
AT2G39940	AT1G67090	inhibition	False	binding/oligomerisation	rx00232	SUBSTRATE	SUBSTRATE
AT2G39940	AT5G38430	inhibition	False	binding/oligomerisation	rx00232	SUBSTRATE	SUBSTRATE
AT2G39940	ATCG00490	inhibition	False	binding/oligomerisation	rx00232	SUBSTRATE	SUBSTRATE
AT1G67090	AT2G39940	inhibition	False	binding/oligomerisation	rx00232	SUBSTRATE	SUBSTRATE
AT5G38430	AT2G39940	inhibition	False	binding/oligomerisation	rx00232	SUBSTRATE	SUBSTRATE
ATCG00490	AT2G39940	inhibition	False	binding/oligomerisation	rx00232	SUBSTRATE	SUBSTRATE
AT1G67090	AT1G17380	inhibition	False	binding/oligomerisation	rx00233	SUBSTRATE	SUBSTRATE
AT1G67090	AT1G19180	inhibition	False	binding/oligomerisation	rx00233	SUBSTRATE	SUBSTRATE
AT1G67090	AT1G30135	inhibition	False	binding/oligomerisation	rx00233	SUBSTRATE	SUBSTRATE
AT1G67090	AT1G48500	inhibition	False	binding/oligomerisation	rx00233	SUBSTRATE	SUBSTRATE
AT1G67090	AT1G70700	inhibition	False	binding/oligomerisation	rx00233	SUBSTRATE	SUBSTRATE
AT1G67090	AT1G72450	inhibition	False	binding/oligomerisation	rx00233	SUBSTRATE	SUBSTRATE
AT1G67090	AT1G74950	inhibition	False	binding/oligomerisation	rx00233	SUBSTRATE	SUBSTRATE
AT1G67090	AT2G34600	inhibition	False	binding/oligomerisation	rx00233	SUBSTRATE	SUBSTRATE
AT1G67090	AT3G17860	inhibition	False	binding/oligomerisation	rx00233	SUBSTRATE	SUBSTRATE
AT1G67090	AT3G43440	inhibition	False	binding/oligomerisation	rx00233	SUBSTRATE	SUBSTRATE
AT1G67090	AT5G13220	inhibition	False	binding/oligomerisation	rx00233	SUBSTRATE	SUBSTRATE
AT1G67090	AT5G20900	inhibition	False	binding/oligomerisation	rx00233	SUBSTRATE	SUBSTRATE
AT5G38430	AT1G17380	inhibition	False	binding/oligomerisation	rx00233	SUBSTRATE	SUBSTRATE
AT5G38430	AT1G19180	inhibition	False	binding/oligomerisation	rx00233	SUBSTRATE	SUBSTRATE
AT5G38430	AT1G30135	inhibition	False	binding/oligomerisation	rx00233	SUBSTRATE	SUBSTRATE
AT5G38430	AT1G48500	inhibition	False	binding/oligomerisation	rx00233	SUBSTRATE	SUBSTRATE
AT5G38430	AT1G70700	inhibition	False	binding/oligomerisation	rx00233	SUBSTRATE	SUBSTRATE
AT5G38430	AT1G72450	inhibition	False	binding/oligomerisation	rx00233	SUBSTRATE	SUBSTRATE
AT5G38430	AT1G74950	inhibition	False	binding/oligomerisation	rx00233	SUBSTRATE	SUBSTRATE
AT5G38430	AT2G34600	inhibition	False	binding/oligomerisation	rx00233	SUBSTRATE	SUBSTRATE
AT5G38430	AT3G17860	inhibition	False	binding/oligomerisation	rx00233	SUBSTRATE	SUBSTRATE
AT5G38430	AT3G43440	inhibition	False	binding/oligomerisation	rx00233	SUBSTRATE	SUBSTRATE
AT5G38430	AT5G13220	inhibition	False	binding/oligomerisation	rx00233	SUBSTRATE	SUBSTRATE
AT5G38430	AT5G20900	inhibition	False	binding/oligomerisation	rx00233	SUBSTRATE	SUBSTRATE
ATCG00490	AT1G17380	inhibition	False	binding/oligomerisation	rx00233	SUBSTRATE	SUBSTRATE
ATCG00490	AT1G19180	inhibition	False	binding/oligomerisation	rx00233	SUBSTRATE	SUBSTRATE
ATCG00490	AT1G30135	inhibition	False	binding/oligomerisation	rx00233	SUBSTRATE	SUBSTRATE
ATCG00490	AT1G48500	inhibition	False	binding/oligomerisation	rx00233	SUBSTRATE	SUBSTRATE
ATCG00490	AT1G70700	inhibition	False	binding/oligomerisation	rx00233	SUBSTRATE	SUBSTRATE
ATCG00490	AT1G72450	inhibition	False	binding/oligomerisation	rx00233	SUBSTRATE	SUBSTRATE
ATCG00490	AT1G74950	inhibition	False	binding/oligomerisation	rx00233	SUBSTRATE	SUBSTRATE
ATCG00490	AT2G34600	inhibition	False	binding/oligomerisation	rx00233	SUBSTRATE	SUBSTRATE
ATCG00490	AT3G17860	inhibition	False	binding/oligomerisation	rx00233	SUBSTRATE	SUBSTRATE
ATCG00490	AT3G43440	inhibition	False	binding/oligomerisation	rx00233	SUBSTRATE	SUBSTRATE
ATCG00490	AT5G13220	inhibition	False	binding/oligomerisation	rx00233	SUBSTRATE	SUBSTRATE
ATCG00490	AT5G20900	inhibition	False	binding/oligomerisation	rx00233	SUBSTRATE	SUBSTRATE
AT1G17380	AT1G67090	inhibition	False	binding/oligomerisation	rx00233	SUBSTRATE	SUBSTRATE
AT1G17380	AT5G38430	inhibition	False	binding/oligomerisation	rx00233	SUBSTRATE	SUBSTRATE
AT1G17380	ATCG00490	inhibition	False	binding/oligomerisation	rx00233	SUBSTRATE	SUBSTRATE
AT1G19180	AT1G67090	inhibition	False	binding/oligomerisation	rx00233	SUBSTRATE	SUBSTRATE
AT1G19180	AT5G38430	inhibition	False	binding/oligomerisation	rx00233	SUBSTRATE	SUBSTRATE
AT1G19180	ATCG00490	inhibition	False	binding/oligomerisation	rx00233	SUBSTRATE	SUBSTRATE
AT1G30135	AT1G67090	inhibition	False	binding/oligomerisation	rx00233	SUBSTRATE	SUBSTRATE
AT1G30135	AT5G38430	inhibition	False	binding/oligomerisation	rx00233	SUBSTRATE	SUBSTRATE
AT1G30135	ATCG00490	inhibition	False	binding/oligomerisation	rx00233	SUBSTRATE	SUBSTRATE
AT1G48500	AT1G67090	inhibition	False	binding/oligomerisation	rx00233	SUBSTRATE	SUBSTRATE
AT1G48500	AT5G38430	inhibition	False	binding/oligomerisation	rx00233	SUBSTRATE	SUBSTRATE
AT1G48500	ATCG00490	inhibition	False	binding/oligomerisation	rx00233	SUBSTRATE	SUBSTRATE
AT1G70700	AT1G67090	inhibition	False	binding/oligomerisation	rx00233	SUBSTRATE	SUBSTRATE
AT1G70700	AT5G38430	inhibition	False	binding/oligomerisation	rx00233	SUBSTRATE	SUBSTRATE
AT1G70700	ATCG00490	inhibition	False	binding/oligomerisation	rx00233	SUBSTRATE	SUBSTRATE
AT1G72450	AT1G67090	inhibition	False	binding/oligomerisation	rx00233	SUBSTRATE	SUBSTRATE
AT1G72450	AT5G38430	inhibition	False	binding/oligomerisation	rx00233	SUBSTRATE	SUBSTRATE
AT1G72450	ATCG00490	inhibition	False	binding/oligomerisation	rx00233	SUBSTRATE	SUBSTRATE
AT1G74950	AT1G67090	inhibition	False	binding/oligomerisation	rx00233	SUBSTRATE	SUBSTRATE
AT1G74950	AT5G38430	inhibition	False	binding/oligomerisation	rx00233	SUBSTRATE	SUBSTRATE
AT1G74950	ATCG00490	inhibition	False	binding/oligomerisation	rx00233	SUBSTRATE	SUBSTRATE
AT2G34600	AT1G67090	inhibition	False	binding/oligomerisation	rx00233	SUBSTRATE	SUBSTRATE
AT2G34600	AT5G38430	inhibition	False	binding/oligomerisation	rx00233	SUBSTRATE	SUBSTRATE
AT2G34600	ATCG00490	inhibition	False	binding/oligomerisation	rx00233	SUBSTRATE	SUBSTRATE
AT3G17860	AT1G67090	inhibition	False	binding/oligomerisation	rx00233	SUBSTRATE	SUBSTRATE
AT3G17860	AT5G38430	inhibition	False	binding/oligomerisation	rx00233	SUBSTRATE	SUBSTRATE
AT3G17860	ATCG00490	inhibition	False	binding/oligomerisation	rx00233	SUBSTRATE	SUBSTRATE
AT3G43440	AT1G67090	inhibition	False	binding/oligomerisation	rx00233	SUBSTRATE	SUBSTRATE
AT3G43440	AT5G38430	inhibition	False	binding/oligomerisation	rx00233	SUBSTRATE	SUBSTRATE
AT3G43440	ATCG00490	inhibition	False	binding/oligomerisation	rx00233	SUBSTRATE	SUBSTRATE
AT5G13220	AT1G67090	inhibition	False	binding/oligomerisation	rx00233	SUBSTRATE	SUBSTRATE
AT5G13220	AT5G38430	inhibition	False	binding/oligomerisation	rx00233	SUBSTRATE	SUBSTRATE
AT5G13220	ATCG00490	inhibition	False	binding/oligomerisation	rx00233	SUBSTRATE	SUBSTRATE
AT5G20900	AT1G67090	inhibition	False	binding/oligomerisation	rx00233	SUBSTRATE	SUBSTRATE
AT5G20900	AT5G38430	inhibition	False	binding/oligomerisation	rx00233	SUBSTRATE	SUBSTRATE
AT5G20900	ATCG00490	inhibition	False	binding/oligomerisation	rx00233	SUBSTRATE	SUBSTRATE
AT1G13440	VPg	inhibition	False	binding/oligomerisation	rx00667	SUBSTRATE	SUBSTRATE
VPg	AT1G13440	inhibition	False	binding/oligomerisation	rx00667	SUBSTRATE	SUBSTRATE
VPg	AT3G17020	inhibition	False	binding/oligomerisation	rx00674	SUBSTRATE	SUBSTRATE
AT3G17020	VPg	inhibition	False	binding/oligomerisation	rx00674	SUBSTRATE	SUBSTRATE
HC-Pro	AT4G20910	inhibition	True	protein deactivation	rx00580	SUBSTRATE	PRODUCT
AT5G42340	VPg	inhibition	True	degradation/secretion	rx00619	ACTIVATES	SUBSTRATE
IsoChor-9-Glu	AT5G67160	activation	True	catalysis	rx00515	SUBSTRATE	ACTIVATES
AT5G67160	N-pyruvoyl-L-Glu	activation	True	catalysis	rx00515	ACTIVATES	PRODUCT
AT5G67160	SA	activation	True	catalysis	rx00515	ACTIVATES	PRODUCT
IsoChor-9-Glu	N-pyruvoyl-L-Glu	activation	True	catalysis	rx00515	SUBSTRATE	PRODUCT
IsoChor-9-Glu	SA	activation	True	catalysis	rx00515	SUBSTRATE	PRODUCT
SA	AT1G02920	inhibition	True	protein deactivation	rx00234	PRODUCT	PRODUCT
SA	AT1G02930	inhibition	True	protein deactivation	rx00234	PRODUCT	PRODUCT
SA	AT1G17170	inhibition	True	protein deactivation	rx00234	PRODUCT	PRODUCT
SA	AT2G02930	inhibition	True	protein deactivation	rx00234	PRODUCT	PRODUCT
SA	AT2G47730	inhibition	True	protein deactivation	rx00234	PRODUCT	PRODUCT
SA	AT4G02520	inhibition	True	protein deactivation	rx00234	PRODUCT	PRODUCT
AT5G46330	AT4G33430	binding	False	binding/oligomerisation	rx00237	SUBSTRATE	SUBSTRATE
AT5G46330	flg22	binding	False	binding/oligomerisation	rx00237	SUBSTRATE	SUBSTRATE
AT4G33430	AT5G46330	binding	False	binding/oligomerisation	rx00237	SUBSTRATE	SUBSTRATE
AT4G33430	flg22	binding	False	binding/oligomerisation	rx00237	SUBSTRATE	SUBSTRATE
flg22	AT5G46330	binding	False	binding/oligomerisation	rx00237	SUBSTRATE	SUBSTRATE
flg22	AT4G33430	binding	False	binding/oligomerisation	rx00237	SUBSTRATE	SUBSTRATE
AT5G46330	BAK1|FLS2|flg22	activation	True	binding/oligomerisation	rx00237	SUBSTRATE	PRODUCT
AT4G33430	BAK1|FLS2|flg22	activation	True	binding/oligomerisation	rx00237	SUBSTRATE	PRODUCT
flg22	BAK1|FLS2|flg22	activation	True	binding/oligomerisation	rx00237	SUBSTRATE	PRODUCT
AT3G18690	AT2G38470	binding	False	binding/oligomerisation	rx00242	SUBSTRATE	SUBSTRATE
AT2G38470	AT3G18690	binding	False	binding/oligomerisation	rx00242	SUBSTRATE	SUBSTRATE
AT3G18690	MKS1|WRKY33	activation	True	binding/oligomerisation	rx00242	SUBSTRATE	PRODUCT
AT2G38470	MKS1|WRKY33	activation	True	binding/oligomerisation	rx00242	SUBSTRATE	PRODUCT
AT1G30380	CI	inhibition	False	binding/oligomerisation	rx00214	SUBSTRATE	SUBSTRATE
CI	AT1G30380	inhibition	False	binding/oligomerisation	rx00214	SUBSTRATE	SUBSTRATE
AT3G05120	GA	binding	False	binding/oligomerisation	rx00283	SUBSTRATE	SUBSTRATE
AT3G63010	GA	binding	False	binding/oligomerisation	rx00283	SUBSTRATE	SUBSTRATE
AT4G24210	GA	binding	False	binding/oligomerisation	rx00283	SUBSTRATE	SUBSTRATE
AT5G27320	GA	binding	False	binding/oligomerisation	rx00283	SUBSTRATE	SUBSTRATE
GA	AT3G05120	binding	False	binding/oligomerisation	rx00283	SUBSTRATE	SUBSTRATE
GA	AT3G63010	binding	False	binding/oligomerisation	rx00283	SUBSTRATE	SUBSTRATE
GA	AT4G24210	binding	False	binding/oligomerisation	rx00283	SUBSTRATE	SUBSTRATE
GA	AT5G27320	binding	False	binding/oligomerisation	rx00283	SUBSTRATE	SUBSTRATE
AT3G05120	GA|GID1	activation	True	binding/oligomerisation	rx00283	SUBSTRATE	PRODUCT
AT3G63010	GA|GID1	activation	True	binding/oligomerisation	rx00283	SUBSTRATE	PRODUCT
AT4G24210	GA|GID1	activation	True	binding/oligomerisation	rx00283	SUBSTRATE	PRODUCT
AT5G27320	GA|GID1	activation	True	binding/oligomerisation	rx00283	SUBSTRATE	PRODUCT
GA	GA|GID1	activation	True	binding/oligomerisation	rx00283	SUBSTRATE	PRODUCT
AT1G14920	GA|GID1	inhibition	False	binding/oligomerisation	rx00292	SUBSTRATE	PRODUCT
AT3G03450	GA|GID1	inhibition	False	binding/oligomerisation	rx00292	SUBSTRATE	PRODUCT
AT5G17490	GA|GID1	inhibition	False	binding/oligomerisation	rx00292	SUBSTRATE	PRODUCT
AT1G66350	GA|GID1	inhibition	False	binding/oligomerisation	rx00292	SUBSTRATE	PRODUCT
AT2G01570	GA|GID1	inhibition	False	binding/oligomerisation	rx00292	SUBSTRATE	PRODUCT
GA|GID1	AT1G14920	inhibition	False	binding/oligomerisation	rx00292	PRODUCT	SUBSTRATE
GA|GID1	AT3G03450	inhibition	False	binding/oligomerisation	rx00292	PRODUCT	SUBSTRATE
GA|GID1	AT5G17490	inhibition	False	binding/oligomerisation	rx00292	PRODUCT	SUBSTRATE
GA|GID1	AT1G66350	inhibition	False	binding/oligomerisation	rx00292	PRODUCT	SUBSTRATE
GA|GID1	AT2G01570	inhibition	False	binding/oligomerisation	rx00292	PRODUCT	SUBSTRATE
AT4G23810	AT1G54040	inhibition	False	binding/oligomerisation	rx00122	SUBSTRATE	SUBSTRATE
AT1G54040	AT4G23810	inhibition	False	binding/oligomerisation	rx00122	SUBSTRATE	SUBSTRATE
AT4G23810	AT5G24110	binding	False	binding/oligomerisation	rx00125	SUBSTRATE	SUBSTRATE
AT5G24110	AT4G23810	binding	False	binding/oligomerisation	rx00125	SUBSTRATE	SUBSTRATE
AT4G23810	WRKY30|WRKY53	activation	True	binding/oligomerisation	rx00125	SUBSTRATE	PRODUCT
AT5G24110	WRKY30|WRKY53	activation	True	binding/oligomerisation	rx00125	SUBSTRATE	PRODUCT
AT1G17380	AT1G69310	inhibition	False	binding/oligomerisation	rx00128	SUBSTRATE	SUBSTRATE
AT1G19180	AT1G69310	inhibition	False	binding/oligomerisation	rx00128	SUBSTRATE	SUBSTRATE
AT1G30135	AT1G69310	inhibition	False	binding/oligomerisation	rx00128	SUBSTRATE	SUBSTRATE
AT1G48500	AT1G69310	inhibition	False	binding/oligomerisation	rx00128	SUBSTRATE	SUBSTRATE
AT1G70700	AT1G69310	inhibition	False	binding/oligomerisation	rx00128	SUBSTRATE	SUBSTRATE
AT1G72450	AT1G69310	inhibition	False	binding/oligomerisation	rx00128	SUBSTRATE	SUBSTRATE
AT1G74950	AT1G69310	inhibition	False	binding/oligomerisation	rx00128	SUBSTRATE	SUBSTRATE
AT2G34600	AT1G69310	inhibition	False	binding/oligomerisation	rx00128	SUBSTRATE	SUBSTRATE
AT3G17860	AT1G69310	inhibition	False	binding/oligomerisation	rx00128	SUBSTRATE	SUBSTRATE
AT3G43440	AT1G69310	inhibition	False	binding/oligomerisation	rx00128	SUBSTRATE	SUBSTRATE
AT5G13220	AT1G69310	inhibition	False	binding/oligomerisation	rx00128	SUBSTRATE	SUBSTRATE
AT5G20900	AT1G69310	inhibition	False	binding/oligomerisation	rx00128	SUBSTRATE	SUBSTRATE
AT1G69310	AT1G17380	inhibition	False	binding/oligomerisation	rx00128	SUBSTRATE	SUBSTRATE
AT1G69310	AT1G19180	inhibition	False	binding/oligomerisation	rx00128	SUBSTRATE	SUBSTRATE
AT1G69310	AT1G30135	inhibition	False	binding/oligomerisation	rx00128	SUBSTRATE	SUBSTRATE
AT1G69310	AT1G48500	inhibition	False	binding/oligomerisation	rx00128	SUBSTRATE	SUBSTRATE
AT1G69310	AT1G70700	inhibition	False	binding/oligomerisation	rx00128	SUBSTRATE	SUBSTRATE
AT1G69310	AT1G72450	inhibition	False	binding/oligomerisation	rx00128	SUBSTRATE	SUBSTRATE
AT1G69310	AT1G74950	inhibition	False	binding/oligomerisation	rx00128	SUBSTRATE	SUBSTRATE
AT1G69310	AT2G34600	inhibition	False	binding/oligomerisation	rx00128	SUBSTRATE	SUBSTRATE
AT1G69310	AT3G17860	inhibition	False	binding/oligomerisation	rx00128	SUBSTRATE	SUBSTRATE
AT1G69310	AT3G43440	inhibition	False	binding/oligomerisation	rx00128	SUBSTRATE	SUBSTRATE
AT1G69310	AT5G13220	inhibition	False	binding/oligomerisation	rx00128	SUBSTRATE	SUBSTRATE
AT1G69310	AT5G20900	inhibition	False	binding/oligomerisation	rx00128	SUBSTRATE	SUBSTRATE
AT1G04100	AT1G69310	inhibition	False	binding/oligomerisation	rx00130	SUBSTRATE	SUBSTRATE
AT1G04240	AT1G69310	inhibition	False	binding/oligomerisation	rx00130	SUBSTRATE	SUBSTRATE
AT1G04250	AT1G69310	inhibition	False	binding/oligomerisation	rx00130	SUBSTRATE	SUBSTRATE
AT1G04550	AT1G69310	inhibition	False	binding/oligomerisation	rx00130	SUBSTRATE	SUBSTRATE
AT1G15050	AT1G69310	inhibition	False	binding/oligomerisation	rx00130	SUBSTRATE	SUBSTRATE
AT1G15580	AT1G69310	inhibition	False	binding/oligomerisation	rx00130	SUBSTRATE	SUBSTRATE
AT1G51950	AT1G69310	inhibition	False	binding/oligomerisation	rx00130	SUBSTRATE	SUBSTRATE
AT1G52830	AT1G69310	inhibition	False	binding/oligomerisation	rx00130	SUBSTRATE	SUBSTRATE
AT1G80390	AT1G69310	inhibition	False	binding/oligomerisation	rx00130	SUBSTRATE	SUBSTRATE
AT2G01200	AT1G69310	inhibition	False	binding/oligomerisation	rx00130	SUBSTRATE	SUBSTRATE
AT2G22670	AT1G69310	inhibition	False	binding/oligomerisation	rx00130	SUBSTRATE	SUBSTRATE
AT2G33310	AT1G69310	inhibition	False	binding/oligomerisation	rx00130	SUBSTRATE	SUBSTRATE
AT2G46990	AT1G69310	inhibition	False	binding/oligomerisation	rx00130	SUBSTRATE	SUBSTRATE
AT3G04730	AT1G69310	inhibition	False	binding/oligomerisation	rx00130	SUBSTRATE	SUBSTRATE
AT3G15540	AT1G69310	inhibition	False	binding/oligomerisation	rx00130	SUBSTRATE	SUBSTRATE
AT3G16500	AT1G69310	inhibition	False	binding/oligomerisation	rx00130	SUBSTRATE	SUBSTRATE
AT3G17600	AT1G69310	inhibition	False	binding/oligomerisation	rx00130	SUBSTRATE	SUBSTRATE
AT3G23030	AT1G69310	inhibition	False	binding/oligomerisation	rx00130	SUBSTRATE	SUBSTRATE
AT3G23050	AT1G69310	inhibition	False	binding/oligomerisation	rx00130	SUBSTRATE	SUBSTRATE
AT3G62100	AT1G69310	inhibition	False	binding/oligomerisation	rx00130	SUBSTRATE	SUBSTRATE
AT4G14550	AT1G69310	inhibition	False	binding/oligomerisation	rx00130	SUBSTRATE	SUBSTRATE
AT4G14560	AT1G69310	inhibition	False	binding/oligomerisation	rx00130	SUBSTRATE	SUBSTRATE
AT4G28640	AT1G69310	inhibition	False	binding/oligomerisation	rx00130	SUBSTRATE	SUBSTRATE
AT4G29080	AT1G69310	inhibition	False	binding/oligomerisation	rx00130	SUBSTRATE	SUBSTRATE
AT4G32280	AT1G69310	inhibition	False	binding/oligomerisation	rx00130	SUBSTRATE	SUBSTRATE
AT5G25890	AT1G69310	inhibition	False	binding/oligomerisation	rx00130	SUBSTRATE	SUBSTRATE
AT5G43700	AT1G69310	inhibition	False	binding/oligomerisation	rx00130	SUBSTRATE	SUBSTRATE
AT5G57420	AT1G69310	inhibition	False	binding/oligomerisation	rx00130	SUBSTRATE	SUBSTRATE
AT5G65670	AT1G69310	inhibition	False	binding/oligomerisation	rx00130	SUBSTRATE	SUBSTRATE
AT1G69310	AT1G04100	inhibition	False	binding/oligomerisation	rx00130	SUBSTRATE	SUBSTRATE
AT1G69310	AT1G04240	inhibition	False	binding/oligomerisation	rx00130	SUBSTRATE	SUBSTRATE
AT1G69310	AT1G04250	inhibition	False	binding/oligomerisation	rx00130	SUBSTRATE	SUBSTRATE
AT1G69310	AT1G04550	inhibition	False	binding/oligomerisation	rx00130	SUBSTRATE	SUBSTRATE
AT1G69310	AT1G15050	inhibition	False	binding/oligomerisation	rx00130	SUBSTRATE	SUBSTRATE
AT1G69310	AT1G15580	inhibition	False	binding/oligomerisation	rx00130	SUBSTRATE	SUBSTRATE
AT1G69310	AT1G51950	inhibition	False	binding/oligomerisation	rx00130	SUBSTRATE	SUBSTRATE
AT1G69310	AT1G52830	inhibition	False	binding/oligomerisation	rx00130	SUBSTRATE	SUBSTRATE
AT1G69310	AT1G80390	inhibition	False	binding/oligomerisation	rx00130	SUBSTRATE	SUBSTRATE
AT1G69310	AT2G01200	inhibition	False	binding/oligomerisation	rx00130	SUBSTRATE	SUBSTRATE
AT1G69310	AT2G22670	inhibition	False	binding/oligomerisation	rx00130	SUBSTRATE	SUBSTRATE
AT1G69310	AT2G33310	inhibition	False	binding/oligomerisation	rx00130	SUBSTRATE	SUBSTRATE
AT1G69310	AT2G46990	inhibition	False	binding/oligomerisation	rx00130	SUBSTRATE	SUBSTRATE
AT1G69310	AT3G04730	inhibition	False	binding/oligomerisation	rx00130	SUBSTRATE	SUBSTRATE
AT1G69310	AT3G15540	inhibition	False	binding/oligomerisation	rx00130	SUBSTRATE	SUBSTRATE
AT1G69310	AT3G16500	inhibition	False	binding/oligomerisation	rx00130	SUBSTRATE	SUBSTRATE
AT1G69310	AT3G17600	inhibition	False	binding/oligomerisation	rx00130	SUBSTRATE	SUBSTRATE
AT1G69310	AT3G23030	inhibition	False	binding/oligomerisation	rx00130	SUBSTRATE	SUBSTRATE
AT1G69310	AT3G23050	inhibition	False	binding/oligomerisation	rx00130	SUBSTRATE	SUBSTRATE
AT1G69310	AT3G62100	inhibition	False	binding/oligomerisation	rx00130	SUBSTRATE	SUBSTRATE
AT1G69310	AT4G14550	inhibition	False	binding/oligomerisation	rx00130	SUBSTRATE	SUBSTRATE
AT1G69310	AT4G14560	inhibition	False	binding/oligomerisation	rx00130	SUBSTRATE	SUBSTRATE
AT1G69310	AT4G28640	inhibition	False	binding/oligomerisation	rx00130	SUBSTRATE	SUBSTRATE
AT1G69310	AT4G29080	inhibition	False	binding/oligomerisation	rx00130	SUBSTRATE	SUBSTRATE
AT1G69310	AT4G32280	inhibition	False	binding/oligomerisation	rx00130	SUBSTRATE	SUBSTRATE
AT1G69310	AT5G25890	inhibition	False	binding/oligomerisation	rx00130	SUBSTRATE	SUBSTRATE
AT1G69310	AT5G43700	inhibition	False	binding/oligomerisation	rx00130	SUBSTRATE	SUBSTRATE
AT1G69310	AT5G57420	inhibition	False	binding/oligomerisation	rx00130	SUBSTRATE	SUBSTRATE
AT1G69310	AT5G65670	inhibition	False	binding/oligomerisation	rx00130	SUBSTRATE	SUBSTRATE
AT1G07530	AT3G12250	binding	False	binding/oligomerisation	rx00156	SUBSTRATE	SUBSTRATE
AT1G07530	AT5G06960	binding	False	binding/oligomerisation	rx00156	SUBSTRATE	SUBSTRATE
AT1G07530	AT5G06950	binding	False	binding/oligomerisation	rx00156	SUBSTRATE	SUBSTRATE
AT3G12250	AT1G07530	binding	False	binding/oligomerisation	rx00156	SUBSTRATE	SUBSTRATE
AT5G06960	AT1G07530	binding	False	binding/oligomerisation	rx00156	SUBSTRATE	SUBSTRATE
AT5G06950	AT1G07530	binding	False	binding/oligomerisation	rx00156	SUBSTRATE	SUBSTRATE
AT1G07530	SCL14|TGA2,5,6	activation	True	binding/oligomerisation	rx00156	SUBSTRATE	PRODUCT
AT3G12250	SCL14|TGA2,5,6	activation	True	binding/oligomerisation	rx00156	SUBSTRATE	PRODUCT
AT5G06960	SCL14|TGA2,5,6	activation	True	binding/oligomerisation	rx00156	SUBSTRATE	PRODUCT
AT5G06950	SCL14|TGA2,5,6	activation	True	binding/oligomerisation	rx00156	SUBSTRATE	PRODUCT
AT1G14920	AT1G17380	inhibition	False	binding/oligomerisation	rx00159	SUBSTRATE	SUBSTRATE
AT1G14920	AT1G19180	inhibition	False	binding/oligomerisation	rx00159	SUBSTRATE	SUBSTRATE
AT1G14920	AT1G30135	inhibition	False	binding/oligomerisation	rx00159	SUBSTRATE	SUBSTRATE
AT1G14920	AT1G48500	inhibition	False	binding/oligomerisation	rx00159	SUBSTRATE	SUBSTRATE
AT1G14920	AT1G70700	inhibition	False	binding/oligomerisation	rx00159	SUBSTRATE	SUBSTRATE
AT1G14920	AT1G72450	inhibition	False	binding/oligomerisation	rx00159	SUBSTRATE	SUBSTRATE
AT1G14920	AT1G74950	inhibition	False	binding/oligomerisation	rx00159	SUBSTRATE	SUBSTRATE
AT1G14920	AT2G34600	inhibition	False	binding/oligomerisation	rx00159	SUBSTRATE	SUBSTRATE
AT1G14920	AT3G17860	inhibition	False	binding/oligomerisation	rx00159	SUBSTRATE	SUBSTRATE
